,go_feature_0,go_feature_1,go_feature_2,go_feature_3,go_feature_4,go_feature_5,go_feature_6,go_feature_7,go_feature_8,go_feature_9,go_feature_10,go_feature_11,go_feature_12,go_feature_13,go_feature_14,go_feature_15,go_feature_16,go_feature_17,go_feature_18,go_feature_19,go_feature_20,go_feature_21,go_feature_22,go_feature_23,go_feature_24,go_feature_25,go_feature_26,go_feature_27,go_feature_28,go_feature_29,go_feature_30,go_feature_31,go_feature_32,go_feature_33,go_feature_34,go_feature_35,go_feature_36,go_feature_37,go_feature_38,go_feature_39,go_feature_40,go_feature_41,go_feature_42,go_feature_43,go_feature_44,go_feature_45,go_feature_46,go_feature_47,go_feature_48,go_feature_49,go_feature_50,go_feature_51,go_feature_52,go_feature_53,go_feature_54,go_feature_55,go_feature_56,go_feature_57,go_feature_58,go_feature_59,go_feature_60,go_feature_61,go_feature_62,go_feature_63,string_id
C18orf42,0.384069234,0.200083539,0.024978707,-0.143042162,0.688521802,-0.159083337,0.196493566,-0.170401067,0.098584056,-0.568006456,0.34324187,0.434709042,-0.002815351,-0.026278488,0.365507752,0.132913694,0.235309288,0.123575367,-0.162983492,0.385041356,0.416763455,-0.21674554,-0.114006788,0.132271141,-0.403259873,-0.013015655,0.317941099,-0.526702404,-0.567238629,0.20584631,0.217584074,0.027284702,-0.029383073,0.098289505,-0.227011502,0.279451549,-0.775954068,-0.086297609,-0.425533742,-0.4118613,0.025695844,-0.249162465,-0.423437059,-0.274192721,-0.294910103,-0.296182871,-0.081624359,-0.467671216,0.151698768,0.583827555,-0.214133292,0.372497797,0.177209213,-0.508507311,0.265660644,0.282153457,0.307830691,-0.405067593,-0.134639844,0.324456245,-0.119988225,-0.550648987,-0.047389049,-0.42054227,9606.ENSP00000399075
EIF2B5,0.037001822,-0.173690766,0.046929494,0.279082268,-0.14563708,0.087844707,-0.802038968,0.193513945,0.054450359,-0.370410383,0.73355186,-0.270991713,0.127172351,-0.14849326,0.223347679,0.706124783,-0.076742776,0.08865267,0.14089857,0.114985764,0.010902801,-0.407812268,0.286673456,0.185851142,0.188675269,-0.367814481,-0.132230967,0.076983228,-0.342507362,0.591028333,-0.07417044,-0.28047359,0.16585052,0.118484631,0.520119429,-0.152997345,-0.332460821,0.09970364,0.281552404,-0.010723588,0.171575189,0.183706939,0.27543214,0.242881328,-0.306406409,0.199566737,-0.194414064,-0.319688499,-0.39216435,0.097418383,0.274221808,-0.241748363,0.162227497,0.001545193,0.100919642,-0.287624002,0.067543089,-0.49222514,0.261010438,0.075673871,-0.116493896,-0.24684985,0.002820616,-0.153168529,9606.ENSP00000273783
DNAJC5B,-0.046301272,0.0759238,-0.002409327,-0.169903532,0.770828664,-0.701881826,0.284569085,-0.248835236,-0.281239778,-0.033530731,0.059308287,-0.201318026,0.044074334,-0.22647658,-0.133534521,-0.132296577,0.080446295,-0.102925971,-0.273759425,0.121644184,0.057828344,-0.071127519,0.049414814,-0.236803427,-0.429600686,0.043785978,-0.007773628,0.033967704,0.070741363,0.031528424,0.08080902,-0.179442257,-0.027528126,-0.013947639,0.106179468,-0.074669197,-0.022134341,-0.488412172,-0.055745549,0.062634587,-0.429622918,0.13144137,-0.008097844,-0.013492128,-0.226200894,-0.062801383,-0.103590116,-0.244519264,0.075716227,0.070582367,-0.046994854,-0.049122352,-0.203986272,0.123234704,0.012211042,-0.060138743,-0.126764923,-0.162338644,-0.079926968,-0.020992573,-0.09309604,0.669997752,0.204532623,0.426871568,9606.ENSP00000276570
MPG,-0.237489209,-0.138514251,-0.173693404,-0.396182775,-0.077826276,0.405636877,-0.418797851,0.110943303,-0.204289287,0.573674917,0.031550344,0.626306653,0.654729605,0.091995113,-0.098111846,0.296374649,-0.155616075,-0.094064176,0.113298155,-0.188666865,-0.059718229,-0.27217856,-0.369003326,0.362175107,-0.074226364,0.01789204,-0.173201889,-0.532512307,-0.219930738,-0.35786134,-0.204388976,-0.123814255,0.457547069,-0.365463823,-0.132532611,0.157421961,0.325799674,-0.139443099,-0.497022212,-0.504529059,0.03416029,-0.00912858,-0.307413638,-0.603983521,0.046272509,-0.100361742,-0.406806976,-0.040071663,0.23999913,0.413103729,0.330556571,-0.025196226,-0.226349488,0.108797587,-0.022663783,0.214688256,0.419890672,-0.098288454,0.37979719,-0.464797765,-0.203869969,-0.14089863,0.134842888,-0.117421977,9606.ENSP00000219431
NEFH,0.210428685,-0.235231504,0.157995552,-0.173717678,0.041509677,-0.077370122,0.457508117,0.178266004,-0.278403163,-0.397746861,0.064109646,-0.090773083,0.038925495,0.067299753,0.13742657,0.290899277,0.1240694,0.229318157,0.047896825,-0.089312404,-0.071654923,-0.121622391,-0.148159757,0.047779955,-0.10806521,0.07627143,0.078210518,0.039515905,0.069963753,0.129949659,0.024588538,-0.118221626,-0.108093582,-0.179308429,-0.121108368,-0.130184919,-0.129376888,-0.139241889,-0.12165463,-0.06659992,0.238080516,0.033734504,-0.050059587,-0.203847721,0.129826784,0.006691802,0.008481205,-0.011010109,-0.162166014,0.017275091,0.099150032,0.098681606,-0.007091951,0.103452504,0.058827825,-0.04641917,-0.284327745,-0.071490772,-0.225129038,-0.102680698,-0.010313393,0.176483825,-0.374138117,0.026808368,9606.ENSP00000311997
CMYA5,0.124259651,0.051754974,0.161652073,0.05179251,-0.036839768,-0.256768823,0.034712818,0.038539838,0.211862877,-0.008568771,0.0569252,-0.179111525,0.067061633,-0.055101618,0.072226882,-0.016933553,-0.248293042,-0.06241338,-0.12498562,0.03120913,-0.025816817,-0.042454738,0.025303626,-0.004936953,0.109726004,-0.077559404,0.110119261,-0.129870594,-0.063626908,-0.03299788,0.042408187,0.050971553,-0.038644243,0.213388145,-0.045442119,-0.186427087,-0.104212753,0.087080479,0.079034612,-0.070599988,0.250993401,0.062956333,-0.05784684,-0.03251892,-0.104415163,0.117409438,-0.045747142,-0.147735566,-0.055962164,-0.123117171,-0.076458283,-0.078469701,-0.096395962,-0.053621311,-0.150098085,0.110987596,0.094146118,0.19453831,0.006395532,0.183868885,0.705124319,-0.054925878,0.125118807,-0.130646065,9606.ENSP00000394770
BMP6,0.115456276,-0.12398871,0.223624125,-0.16984798,0.084133923,0.073609605,0.02235359,0.279104322,-0.066321626,0.429954201,-0.088693485,0.261157751,0.140930146,-0.281293929,0.027052399,-0.107681789,-0.009910623,-0.282608509,0.016277028,0.062658936,-0.059066512,0.221487328,-0.076066233,-0.166787088,0.26089263,0.367744446,-0.112339467,-0.189239189,0.107938707,-0.223658457,0.160326049,0.262907654,-0.262579679,-0.248456389,-0.257764071,-0.103009194,0.041452382,-0.139268607,-0.127503291,0.028551433,-0.105071738,0.234409451,-0.132012889,0.049777899,0.080988318,-0.266011506,-0.162840322,-0.186477095,0.007571869,-0.053304359,-0.174631432,0.141040847,0.11779812,-0.069659568,0.176658943,-0.145174727,-0.106010959,0.043822981,0.118239835,0.029117264,-0.17135185,0.07972911,0.090333007,-0.115911052,9606.ENSP00000283147
JMJD4,-0.044096787,-0.205021322,-0.241901964,0.073006794,-0.174577788,0.094620377,-0.189972311,-0.207379341,-0.114158198,-0.009034775,0.149051875,-0.22643891,0.048716251,-0.058394719,0.161477044,0.063732356,-0.039153099,0.152794182,0.232428253,0.195611656,0.138954476,-0.086307585,0.085400924,-0.208654806,-0.086944506,-0.143906102,0.082647607,0.156576365,-0.17880176,-0.01024359,0.249059767,-0.128815934,-0.062551431,-0.082231522,-0.294881463,-0.164130777,-0.218589768,-0.003855194,0.078605637,-0.005882614,-0.184740439,0.08750423,0.291123867,-0.080797903,0.020981589,0.044741787,0.328910381,0.01006812,-0.196476027,0.007247093,0.133169934,-0.235100582,0.0579326,0.049346045,-0.123113409,0.046896789,0.091671236,0.101423405,-0.111756794,-0.150494441,-0.112475768,0.127888441,-0.084591679,-0.225262299,9606.ENSP00000355720
IL31RA,-0.461602509,0.359396756,-0.348410606,0.275828093,0.337372482,-0.143166527,0.250054806,-0.249983028,0.036053117,-0.276794314,-0.815369785,-0.296391934,0.198188737,-0.045471016,0.515065491,0.262800246,-0.324683487,-0.132579952,0.019061988,0.351165295,-0.304228723,0.5887146,-0.56497395,-0.670864403,-0.156915531,-0.189297155,-0.125078544,0.517364919,0.411851853,0.335473716,-0.039599966,0.060298562,-0.221567497,0.261021227,-0.201788917,0.209848821,-0.180239484,0.327897877,-0.222921208,-0.587457359,0.29106009,-0.089331351,-0.43911913,-0.469167978,0.309222341,-0.067464232,0.426952809,0.065733999,-0.123639598,-0.221439466,-0.025897816,0.192346051,-0.157588169,-0.273177445,0.13920787,-0.444825917,-0.04794158,0.234858423,0.427088529,0.2004399,0.207299992,-0.269911796,0.377383232,-0.246648595,9606.ENSP00000415900
BACH2,0.105650365,-0.2366703,0.174091578,-0.14963074,0.184619352,0.151753232,-0.078463316,-0.058600817,0.007172644,0.123921089,0.02164321,-0.104671761,0.022691146,0.004284475,-0.101178266,-0.195982829,0.07813593,0.204168946,-0.089881375,-0.156694159,-0.080156058,0.203064144,-0.348152161,0.419155031,0.020672729,-0.372098237,0.311207294,-0.151030526,-0.122195676,-0.09954837,0.141289994,0.025969222,0.132555336,0.152207255,-0.0124655,0.066365503,0.009350391,-0.090727672,0.069572583,0.047815461,-0.369754225,-0.001192245,0.004851467,-0.103856646,-0.085421361,0.021478981,-0.07138069,0.188965529,-0.139204249,-0.081881024,-0.034065727,0.19685556,-0.036373001,-0.261513233,0.025920408,-0.068144314,-0.001071101,0.380759776,-0.31234616,0.084410094,-0.202476829,-0.156214356,-0.013127874,0.148599327,9606.ENSP00000257749
CLEC4E,0.121212281,-0.074984126,-0.068922661,-0.04326487,-0.135146588,0.227001801,-0.101548538,0.04055348,-0.121839143,-0.24904716,-0.267309219,-0.020790575,-0.095651127,0.309305191,-0.171586543,0.091546908,-0.117058821,-0.165401757,0.1407184,0.216217592,0.259919345,0.017726835,0.124530576,0.020423274,0.026042217,0.165340468,0.001724343,-0.030654361,-0.08926972,-0.076778375,-0.084646627,0.085586347,0.119791776,0.09759973,-0.052895736,0.081269853,-0.082447112,0.193527743,0.144872352,-0.032709684,-0.058303718,0.235058486,-0.159093693,-0.104581736,0.034416623,0.116121449,0.029312301,0.125760958,-0.224694327,0.075250335,-0.028995723,-0.096792556,-0.013218697,0.059438217,0.09038686,-0.047876526,0.203012601,-0.27441889,-0.05822124,0.298380464,-0.012621897,-0.043962877,0.144724011,0.239918828,9606.ENSP00000299663
CISD1,-0.02249928,0.085391134,-0.170287132,-0.100208588,-0.140323505,0.03327857,-0.39549768,0.066038378,0.057144485,-0.050995447,0.07274124,0.150358275,0.119512089,0.15417479,-0.162393212,-0.099003203,-0.050436638,-0.141623914,-0.155178025,-0.034149099,0.077352457,-0.054231882,-0.204249173,0.192715496,0.237172157,0.007390153,0.179121584,-0.035109356,0.07531552,0.157658711,-0.218791857,0.2054528,-0.003474174,-0.256609768,-0.036041051,-0.1456808,-0.087601416,-0.072814107,0.108146459,-0.160650507,0.142573014,-0.01421534,0.013900859,-0.064419836,-0.105990432,-0.07647606,0.074983671,0.073392332,0.18124643,-0.263852328,0.1605452,-0.255129695,0.483599842,-0.065466546,0.116694175,-0.117085271,0.175301984,0.020077905,0.20246765,-0.085531242,-0.23030591,-0.02375007,-0.292218477,0.046266042,9606.ENSP00000363041
GPSM1,-0.124387726,0.051290482,-0.152898327,-0.444418341,0.609818876,-0.046413902,0.256658226,0.025872322,0.049260367,-0.267753035,0.177685961,0.297083974,-0.062154267,0.047246512,-0.194757327,0.088713802,-0.049227908,0.13936311,0.012273299,0.162345752,0.182768196,-0.016592555,0.088330686,-0.045200773,-0.189801261,0.052526064,0.104124978,-0.094856054,0.025692971,-0.005234492,0.033088554,0.154139251,-0.17127271,-0.081859075,0.009024066,0.123771474,-0.262148619,0.161279678,-0.091148317,-0.146885902,0.07475923,0.120003738,-0.145521238,-0.171330839,-0.333768189,-0.134657368,-0.092756093,-0.354251564,-0.079089001,0.071402624,-0.05147098,-0.116698295,-0.101306036,0.056640811,-0.171703324,0.14497894,-0.00164352,-0.160710111,-0.131294549,0.076663405,0.263438463,0.124278121,0.114759631,-0.097614087,9606.ENSP00000392828
THG1L,0.299335152,-0.185531303,-0.112111136,-0.22553733,-0.190636948,0.02881599,-0.608233273,-0.354744017,0.060524601,0.091730952,-0.594006956,-0.138082743,-0.288952321,0.372482985,-0.113154635,-0.331605017,-0.276725739,0.619764566,0.70704478,-0.451972872,0.096124612,0.357830733,0.350956768,-0.183183238,-0.51371032,0.154845953,0.310702562,-0.104392618,-0.444981664,0.395261854,0.045590177,0.112190075,0.503600955,0.298765868,0.424184024,0.323643357,0.085400432,-0.054034334,0.177322909,0.030132959,-0.063832343,-0.13829425,-0.250519723,0.135248378,0.40775311,-0.231225312,-0.441152185,-0.518866837,0.339973599,0.192348838,-0.32933867,-0.096810259,0.268563092,0.052902307,-0.28887713,0.083843015,-0.319325835,0.045869336,-0.137095481,0.042263981,-0.498975009,-0.075714692,0.397323132,0.415799201,9606.ENSP00000231198
MAP1LC3B2,0.436022878,-0.273535907,-0.226852983,-0.248359278,0.340467513,-0.176396102,0.342296571,0.355833322,0.101350702,-0.365374416,0.45720011,-0.36058253,-0.183309913,0.261990219,0.244347215,0.083087236,0.117364056,-0.25508526,0.405491859,0.162781566,0.253647685,0.040123381,0.212965459,0.182145149,-0.070072368,-0.347758889,0.075964861,-0.808109105,0.296718627,0.453984559,-0.596763253,0.409936875,0.235852242,-0.046107057,0.084490888,0.433163732,0.310342193,-0.096658312,0.074212827,-0.087011278,-0.044044878,-0.168200284,0.110242724,-0.297759354,0.608648717,0.198842496,0.058826517,-0.207321003,0.197564095,0.234836623,0.350248635,0.348748267,0.263217956,-0.382720411,-0.093855143,0.367241859,0.245359644,0.442166388,0.063377082,-0.260867745,-0.048158605,-0.076958165,0.781496286,-0.456001639,9606.ENSP00000450524
SSH1,0.318753809,-0.361287087,0.499041229,0.360379159,0.315508485,0.621937454,-0.048267167,-0.147047788,0.342637956,-0.413876206,-0.561557114,-0.110774539,0.218036219,0.355835199,-0.198624521,0.383891106,-0.88772136,0.056934673,-0.117076561,-0.313078672,-0.246875152,0.414430976,0.136933863,-0.049666345,0.206814691,0.079897501,0.494655043,0.170870736,-0.246335834,0.035438348,0.09456411,0.629340112,-0.000545489,-0.344405413,0.30573082,-0.800296426,-0.171386272,0.004198229,-0.035813753,0.173671588,0.16762501,0.055279329,-0.124704823,0.032795541,0.224762872,0.424117565,0.017066203,0.208937541,0.215219021,0.272337854,-0.102917358,0.0690016,-0.232476652,-0.144501388,0.10657642,0.053434189,0.157083631,-0.329653442,0.48450166,0.001311113,0.474393874,-0.118200332,0.310411155,-0.031548664,9606.ENSP00000315713
NANOS1,0.344118804,0.500671864,-0.084853791,-0.104056977,-0.111821793,0.030869115,-0.450479031,-0.880395472,-0.362241745,0.355472744,-0.295039475,0.45021525,-0.056534939,0.299018979,-0.106925391,-0.50938648,-0.348825008,-0.125790119,0.001543157,0.160642117,0.126387835,0.260203183,-0.182878539,0.049744122,0.186657637,0.069177516,0.553108752,0.038104191,-0.460897505,0.277994841,-0.152360901,0.200441644,0.034054466,-0.55430454,0.093368895,-0.190777749,0.336905599,-0.036873177,0.046971932,0.000567048,0.025086306,-0.34312886,-0.24592483,-0.070000954,-0.134722114,0.339266807,-0.15778631,0.089914829,0.010424897,-0.091604799,0.152706206,-0.188099235,-0.349018842,-0.183608666,-0.243244722,0.268337518,-0.070385054,-0.137294367,0.084026322,-0.585549712,0.049368512,-0.239459932,-0.220286056,0.215416089,9606.ENSP00000393275
L3MBTL1,-0.114550002,-0.146373272,-0.174758941,0.217072085,0.024832726,-0.0177454,0.021994185,-0.107060082,-0.16666995,0.090831719,-0.030636242,0.012116618,-0.004418425,-0.121676154,0.069489241,-0.042051367,0.007351463,-0.005998693,0.185569018,0.154707775,-0.024005821,-0.093686253,-0.000642812,0.017454881,-0.181394577,0.145092636,-0.169217423,0.032151084,-0.0239984,0.029246362,0.061967734,-0.066236816,0.019117827,-0.154070437,-0.560512006,-0.453411758,-0.233518645,-0.079441756,-0.017354544,0.084143333,-0.092737079,-0.07713037,-0.043750528,-0.029782057,0.228300557,-0.02712125,0.260566264,-0.114850633,-0.056760743,-0.009025254,0.069724806,0.133214667,0.288266331,-0.131154239,-0.02990067,0.06819687,-0.181964278,0.0228652,0.11068137,-0.053840399,-0.23863019,0.123878784,0.093731448,0.079312824,9606.ENSP00000398516
NANOS3,0.288516641,0.309651345,-0.061941229,-0.339286864,-0.00455478,0.093140744,-0.368733883,-0.889504015,-0.291643769,0.554437637,-0.169313207,0.407853365,0.108131789,0.380814701,0.044281941,-0.448088437,0.013617613,-0.16702494,-0.012287449,0.21431838,0.143866077,0.50080955,0.175358415,0.025195148,0.137407735,0.191496283,0.391756147,-0.091585413,-0.471144646,0.157198086,-0.019329013,0.13148877,0.121390082,-0.36760056,0.052938014,-0.151151448,0.232052252,0.021245278,-0.038961325,-0.031827983,-0.109628618,-0.435278893,-0.127933621,0.091124117,-0.058826841,0.381889969,0.030763734,0.059371285,0.149999529,0.02590405,0.353830755,-0.285413712,-0.393094927,-0.117458463,-0.164074376,0.250666887,-0.083389923,-0.069573723,-0.027697649,-0.432809949,-0.036107693,-0.263888747,-0.18696408,0.325422674,9606.ENSP00000341992
URM1,-0.098541059,0.095703006,0.092464812,0.005755552,-0.004010119,-0.053724952,0.095142171,-0.01167091,-0.085234776,-0.150445342,0.301090032,0.358281404,0.183820754,-0.005648826,0.235456675,-0.099756107,-0.067420691,-0.070171893,0.001920093,0.20406194,-0.005918111,-0.014917394,-0.125168622,0.068334065,-0.095227718,0.097303994,0.098697893,-0.054902606,-0.203286365,0.020282591,-0.000371445,0.018095093,-0.021188993,0.184794039,-0.126544803,-0.169550344,-0.414990634,-0.047990408,-0.035197284,0.008067317,0.027317466,-0.22300677,-0.155295298,0.01972349,-0.007352491,0.04423913,-0.268683642,-0.1159904,-0.115193352,0.278516173,-0.123444349,0.098403193,0.020294519,-0.27975145,0.017137293,0.164488018,-0.259515852,-0.180762932,0.01740858,0.024718584,-0.136527032,0.069291957,-0.122810163,-0.239590019,9606.ENSP00000412922
IL10RA,0.137211367,-0.037159301,0.087881371,-0.272427976,0.168785974,-0.070217773,0.110309444,0.044763025,0.067529351,0.008452387,0.10248141,-0.231255844,0.071184851,-0.243180886,-0.227444381,-0.179566652,-0.154872313,0.186195955,0.01216745,-0.523650348,0.078630693,0.098030426,-0.709724963,0.427462131,0.016819887,-0.661545098,-0.174488142,0.11488089,-0.002399835,-0.09115278,0.558854401,0.011411955,-0.077406637,0.124027818,0.121152699,-0.239014342,-0.243049398,0.199341148,0.29659313,-0.260979474,-0.880151033,-0.161673233,0.044071443,-0.135423079,-0.026143612,-0.154029861,0.187239543,0.210348994,-0.002685351,-0.256225318,-0.398153722,0.31359601,0.020717422,-0.556148529,0.037302554,-0.096114837,0.246468052,0.107407972,-0.632793903,-0.113425314,-0.27259171,-0.436785102,-0.147180989,-0.104708359,9606.ENSP00000227752
TMEM47,-0.029751649,-0.168557003,0.063123867,-0.640719593,0.028934747,-0.050124243,0.036387015,0.090732463,0.024463089,0.208457723,0.101436324,0.177689299,-0.161019206,0.218923002,-0.173274219,0.061945528,0.067126267,-0.06162972,-0.005646812,0.016600359,-0.057758983,0.013275715,0.147833571,0.168370932,-0.350718886,-0.018520886,-0.010231063,-0.177394435,0.04195853,0.195422769,0.180999652,-0.111040309,0.075705729,0.091954164,0.013988759,-0.439891428,-0.083943762,0.229002327,-0.171479121,-0.278674662,0.025660044,-0.147741258,0.102504693,-0.060285561,-0.12015941,0.057629403,0.324138224,0.238105953,0.019863095,0.11471533,-0.010435639,-0.37221691,-0.250561982,-0.021966008,-0.00312353,-0.001863074,-0.080296531,-0.122417875,0.057800449,0.106246874,-0.133427471,0.454523772,-0.087394565,-0.069362588,9606.ENSP00000275954
RABGEF1,0.153286219,-0.146840498,-0.135484815,0.093944237,-0.070955843,-0.028488236,-0.039463155,0.122736,-0.098445572,0.201935917,0.017911218,-0.340223968,-0.269587308,-0.189203963,-0.170791745,-0.302809715,0.123138502,-0.036763068,-0.079785235,-0.121618614,-0.101000443,-0.11689201,0.070957959,0.072732441,-0.110979192,0.042895,-0.108445741,-0.128745407,0.115487248,0.125246271,-0.163328141,-0.35518685,0.007539745,0.21312201,-0.008933542,0.138045922,-0.229230478,-0.097945794,0.019883215,0.172691822,0.06951569,-0.042386528,-0.001155692,-0.031930663,0.377670258,-0.180616617,0.030234404,0.071133897,0.162189826,0.435398549,-0.163552597,0.124445088,0.053578243,0.121879615,-0.055276323,0.049278203,-0.138012454,-0.19691129,0.096693181,-0.014483129,0.034969874,-0.053081751,0.058766443,-0.105459668,9606.ENSP00000370208
PTPRB,0.456847489,0.379981756,-0.342315346,-0.558504403,-0.117640749,0.262267977,0.302327603,-0.485698968,0.053600125,-0.413638294,0.373688996,-0.101733111,-0.367378682,0.216859505,-0.133656725,0.005926537,0.06938526,-0.067473002,-0.109873429,-0.279702783,-0.263933629,0.11538434,0.623298824,0.351305157,0.347748101,-0.384277344,-0.476828426,-0.235861897,0.325713903,0.19807443,-0.085973062,-0.020915,-0.506926358,0.226852089,0.052457456,0.400474697,-0.425353825,-0.210800201,0.341983378,-0.194941446,0.259335577,0.3676171,0.1740143,0.125625566,0.234778285,0.510055006,-0.456065804,0.232073992,-0.019833911,-0.338713527,-0.092656091,-0.220678777,-0.559331,0.142021894,-0.572212517,0.186718449,-0.233895361,0.636428595,0.177146688,-0.248068184,-0.023771131,0.284112722,0.284891218,0.164960325,9606.ENSP00000334928
ZSCAN9,0.066578165,-0.415033251,-0.303958714,-0.123303182,-0.073473521,0.015491906,-0.372163773,-0.2942653,-0.530906677,0.210014239,0.08081641,0.060801066,0.070480861,-0.126697004,1.191993952,-0.231539384,0.16097106,-0.264846653,0.304848164,-0.068866394,-0.005201456,-0.180398941,0.05486761,-0.094000779,0.109582655,0.1206019,-0.044040356,0.439146876,-0.103387088,-0.259943306,0.108274005,-0.013487687,0.029022656,-0.017032141,-0.054020379,0.112760149,-0.080325447,0.251713008,0.300517887,-0.192853704,-0.026168812,-0.041582182,0.110246204,0.080668047,0.278969675,-0.525244296,0.088398442,0.075243115,-0.115376122,-0.193483591,-0.030179432,0.184374452,-0.093595542,0.139739156,-0.867861867,-0.033539414,1.246366858,-0.033402886,-0.210192531,0.135527149,-0.273945779,0.205551356,-0.078551613,-0.112493873,9606.ENSP00000404074
BZRAP1,0.003139853,0.491133958,0.143683821,0.059146538,0.041605998,-0.490530223,0.188431218,-0.509719074,0.409794241,0.46569854,0.563055754,0.318748087,0.089373827,-0.40320465,0.317495316,-0.063555278,-0.18599613,0.099694453,-0.167219445,0.387197793,-0.007331953,-0.269790411,0.20120883,-0.016071666,0.378046542,-0.252842754,-0.129886568,0.009059196,-0.085776873,-0.210338399,-0.095655449,-0.039431982,-0.359541655,0.573516846,0.098948412,0.044638667,0.126491889,-0.069128506,0.165815175,0.321250468,0.312457353,0.383818388,0.275131345,-0.369348019,-0.456612796,-0.229937494,0.174081922,0.507671058,0.424870878,0.334913701,-0.037286982,0.009765537,0.034668315,-0.358658761,-0.120541662,-0.041877795,0.101314142,0.152090669,0.307756841,0.348909676,-0.27794981,-0.044080961,-0.066874482,-0.033530369,9606.ENSP00000345824
RNF14,0.128580615,-0.179819509,-0.556382596,0.444135249,-0.168974623,-0.056570593,0.004703846,0.110819794,-0.159282297,0.11200951,0.098319121,0.077475987,-0.135496691,-0.040090241,-0.075975485,0.08334893,-0.210973889,0.03808783,0.383411378,-0.043038316,0.089533284,-0.001319951,0.080952182,-0.032882813,-0.121612333,0.044608172,0.110591896,-0.00102889,0.000856776,0.295553923,0.323437631,0.019542132,-0.097008988,-0.024622813,-1.028692126,-0.871142268,0.027423773,-0.21285142,0.034853097,0.117589019,-0.435142249,0.106464706,-0.095993392,0.039334819,0.085297644,0.286799461,0.15915443,-0.01839388,0.155300274,0.213666826,0.268877059,0.104256615,0.065977648,0.089527145,-0.067719042,-0.083451711,-0.292938292,0.058525912,0.155299455,-0.19259344,-0.209553272,-0.006122097,0.032238133,0.077828057,9606.ENSP00000378028
TCIRG1,0.024473028,-0.118904568,0.598720253,0.070031002,0.236499086,-0.250552893,-0.662994087,-0.460933477,-0.280669987,-0.19968605,-0.161797196,-0.252690673,-0.148974806,0.2454018,0.084587857,0.162875235,0.377251625,0.354089528,-0.415813714,0.093738198,0.316568941,0.692987025,-0.017155942,0.0906725,0.28063184,0.264502466,0.166312322,0.095915914,0.057836615,0.068082303,0.064066023,-0.224575102,0.341310859,0.061335038,-0.037644256,0.066580147,0.617778003,0.408859044,-0.676161766,-0.28012529,0.228081629,0.563392043,0.15538463,0.27094844,-0.137858734,0.61947149,-0.150327057,-0.218315765,0.00300704,-0.142833993,0.365328848,0.317365795,-0.190046325,0.247446463,0.058771506,-0.158178777,-0.281242818,-0.101378106,-0.370136291,-0.444330901,0.322349936,-0.064537361,-0.441007316,0.198346511,9606.ENSP00000265686
KRTAP6-1,0.115466371,0.281034768,-0.009930562,-0.092039883,0.037160687,-0.019233614,0.315088242,-0.066123344,-0.101607271,-0.286479861,-0.165870011,-0.059153248,-0.051584266,-0.164676949,-0.063690677,0.050782435,0.20462735,-0.021715999,0.022848144,-0.011826426,0.177475676,0.230827704,0.142922908,-0.044761091,0.096734822,0.089041747,0.074209087,-0.019999851,0.173412889,0.078203976,0.028375912,-0.222279355,-0.12164335,-0.102924116,-0.059177116,0.108040035,0.021467984,0.077689573,0.099849015,0.136585906,0.173321068,0.202664927,0.237525195,0.035159044,-0.339327097,-0.15976432,-0.009304149,-0.205345795,0.009389868,-0.061565492,0.091838039,0.015771119,-0.081109099,-0.109698057,-0.07065592,0.331234664,-0.005963073,-0.237808332,-0.176998273,-0.016789945,0.158385843,0.022480775,0.059691321,-0.258888006,9606.ENSP00000332690
SPARCL1,-0.044834949,-0.023763619,0.118890107,0.079239398,0.109293416,-0.25842917,0.155341968,-0.164598957,-0.024452578,-0.079081565,-0.237815574,-0.324628085,0.059268065,0.030197619,-0.079387218,-0.186794549,0.128197312,0.029997572,-0.082161732,-0.006121645,0.113831885,-0.365627289,0.120915703,-0.165602714,0.230431855,-0.174255013,0.006432005,0.067691423,-0.001243731,-0.040017396,-0.147900164,0.089359932,0.267985284,0.068489365,0.061559677,-0.098592974,-0.143076316,-0.041715041,-0.208420098,0.025768764,-0.055489589,0.333283424,0.287954718,0.088872686,0.181920022,0.040181033,-0.242383435,-0.254037172,-0.084900431,0.089341901,0.280545413,-0.035794258,-0.058492083,-0.095240943,0.302184016,-0.039916977,-0.001763486,0.163417712,0.035206307,0.076981284,-0.124261692,0.036712561,-0.088469133,-0.127653152,9606.ENSP00000414856
MC1R,0.147684261,-0.058154166,0.047976766,-0.07506571,-0.08441963,-0.005349397,0.11236769,0.138632253,0.038482007,-0.22546722,0.070773281,0.015124902,0.052375838,0.119618364,0.02449524,0.124008633,-0.050211139,0.081998095,-0.269229263,-0.248370513,0.056529522,-0.149829283,-0.087018974,-0.081775077,0.40605697,0.067191802,-0.182238474,-0.259788424,0.014400326,-0.124454118,-0.065014958,0.166801021,-0.233393729,0.116006032,-0.031887431,0.160194129,0.261869997,0.06786225,-0.118452162,0.006797969,-0.21565482,0.328085631,-0.024506096,0.470245868,-0.007581199,0.035155509,0.064801306,0.0234385,-0.121081106,-0.000938056,0.232125416,0.073735319,0.014045171,0.05951919,0.067714334,-0.063219436,0.130918458,-0.084785022,0.042456277,-0.041518167,0.160923004,0.015077498,0.164629444,0.121281721,9606.ENSP00000451605
