,go_feature_0,go_feature_1,go_feature_2,go_feature_3,go_feature_4,go_feature_5,go_feature_6,go_feature_7,go_feature_8,go_feature_9,go_feature_10,go_feature_11,go_feature_12,go_feature_13,go_feature_14,go_feature_15,go_feature_16,go_feature_17,go_feature_18,go_feature_19,go_feature_20,go_feature_21,go_feature_22,go_feature_23,go_feature_24,go_feature_25,go_feature_26,go_feature_27,go_feature_28,go_feature_29,go_feature_30,go_feature_31,go_feature_32,go_feature_33,go_feature_34,go_feature_35,go_feature_36,go_feature_37,go_feature_38,go_feature_39,go_feature_40,go_feature_41,go_feature_42,go_feature_43,go_feature_44,go_feature_45,go_feature_46,go_feature_47,go_feature_48,go_feature_49,go_feature_50,go_feature_51,go_feature_52,go_feature_53,go_feature_54,go_feature_55,go_feature_56,go_feature_57,go_feature_58,go_feature_59,go_feature_60,go_feature_61,go_feature_62,go_feature_63,string_id
ARFRP1,0.014907747,0.400595963,0.065016963,-0.052601349,-0.003346451,0.146824464,0.018274089,-0.166141763,-0.228116095,0.002138248,-0.118136354,0.318653613,-0.029278938,0.395103067,0.348525167,-0.149354637,-0.07606589,0.153949693,0.045566246,-0.48572731,-0.193678379,-0.08532685,0.215146944,-0.091737948,0.401718199,-0.075850323,0.177404508,-0.355303138,0.615997136,-0.19698225,-0.318160474,0.096590623,-0.147767633,0.171711549,-0.043834846,-0.28536272,-0.088184543,-0.005857976,0.217628941,0.17054221,-0.366718471,0.166874111,0.311964571,0.158067584,-0.053680487,-0.169751897,0.096818916,-0.250101566,0.401611298,0.143666089,-0.846128345,-0.12112011,-0.407179505,0.046477791,0.158386767,-0.299313903,-0.146951765,-0.050171118,0.321773767,0.042728391,-0.228843167,0.101853982,-0.19830817,0.03698412,9606.ENSP00000483486
CDH19,0.141841516,0.091296382,-0.269996017,-0.194173798,-0.098596387,-0.177973881,-0.032311678,0.110191248,-0.141416177,-0.162391767,-0.250493437,0.1149951,-0.303877264,-0.026991468,-0.142127827,0.101815797,0.102458954,-0.168877184,-0.228108346,-0.190882921,-0.132086858,0.114960991,-0.109312251,0.149018303,0.22059235,-0.034287367,-0.026423702,-0.004218115,0.166597411,-0.069394484,0.103266716,-0.04235648,0.036016691,0.067747533,0.14388603,0.017957425,0.247623935,0.105145857,0.048858546,0.049890853,-0.092131414,0.012588554,-0.089230262,0.185524717,-0.006665069,0.115004107,-0.21349512,-0.162755579,0.030152246,-0.075827442,0.090386406,0.427624971,-0.307056695,0.024537038,-0.081055798,0.072445303,-0.177163392,-0.040656492,-0.152494594,0.099094741,-0.175002828,-0.24434343,0.157843649,0.056861427,9606.ENSP00000262150
PM20D2,0.023580125,-0.017577223,-0.235790923,0.039810475,-0.132622764,0.152490154,-0.023234613,0.044554438,-0.118643753,-0.045290176,-0.245517612,0.068935417,-0.078123324,-0.29045549,0.065722354,-0.050735816,0.057583176,-0.012252118,-0.154935911,-0.034638211,0.025323916,-0.429021686,0.110675462,0.265160233,-0.109145485,0.214783639,-0.228816077,-0.131419748,-0.138216034,-0.13299717,-0.199979603,-0.231309384,0.128209546,-0.045536157,-0.022001371,0.050340407,-0.070596412,-0.172362208,-0.067285202,0.112938739,-0.190329894,-0.112474464,0.123121075,-0.050345894,0.006884453,0.075080641,0.059569523,-0.248569369,0.110986479,-0.345072955,0.035626557,-0.30555439,-0.211701602,0.216462195,-0.072420754,-0.037673656,-0.078148887,-0.035270996,-0.032777183,0.072476566,0.191273242,0.015677411,-0.043230403,0.004046998,9606.ENSP00000275072
ZNRF2,-0.08987388,0.047892239,0.290327877,0.145789117,-0.087121204,-0.010654926,0.00197977,0.032091502,-0.028455969,-0.090020597,0.044016454,0.100044332,-0.135068744,-0.01507253,0.060264233,-0.034055382,-0.451197594,-0.095794104,0.064636871,0.073821738,0.115153782,0.022767086,-0.279829323,-0.062383272,0.0362182,0.027238121,0.00560254,-0.048175346,-0.251219928,-0.066576876,0.126831174,-0.436970115,0.071628585,-0.00529119,-0.153874502,0.197595701,-0.118786566,0.045830656,0.127900943,0.124253482,0.192589045,-0.102654897,-0.024845123,-0.013859163,0.225113347,-0.013200777,-0.257958293,-0.04495291,-0.094236612,0.145686284,-0.163278863,-0.057002801,0.409994215,-0.115536608,0.082330912,0.053445164,-0.084349751,-0.025575789,-0.100764632,-0.038273934,0.002685237,0.046408664,0.069370613,0.01289177,9606.ENSP00000323879
ETAA1,0.270593375,-0.055419587,-0.09514387,-0.05352129,-0.06734173,0.231814846,0.223834932,0.049181204,-0.167166412,-0.149476886,-0.075715072,0.049480628,0.152892947,-0.052078974,-0.166256264,0.187557861,-0.610409677,-0.261366069,0.06797339,-0.036324311,0.040689953,-0.131758809,0.122550234,-0.139872834,0.088696226,-0.149002641,-0.030799415,-0.134244084,0.000556899,0.329409897,-0.146814764,-0.246386886,0.014630221,0.129732504,0.186751023,0.006596051,-0.088599756,0.071628377,-0.063104771,-0.186926186,-0.18239443,0.130771935,0.08548601,-0.056955703,0.021528354,-0.24752216,-0.094713397,-0.033414889,-0.073432527,-0.124512404,-0.082577102,0.053287949,0.100901298,0.160528705,0.007167713,0.111805961,0.220971406,0.19425343,0.019681316,0.066816024,0.000864151,-0.055903066,0.212666452,-0.051707249,9606.ENSP00000272342
FRMD4B,-0.28369996,0.316497236,0.169280827,0.195810348,-0.215956539,-0.157222301,-0.189497188,0.097566336,0.580029368,-0.326590508,-0.315561771,-0.793214202,-0.066502415,-0.007741484,-0.233897597,-0.211120307,-0.492772311,0.595963955,0.245033458,-0.143648684,-0.193036944,0.026024051,0.28409481,0.288860977,-0.50031209,-0.227188528,0.017961264,-0.023931785,-0.255154133,-0.073941611,0.560530066,0.300094098,0.252530694,0.394242734,-0.144025758,0.590867102,0.340387195,0.010094574,-0.294608802,0.280191422,0.256031662,0.166511282,-0.542752147,0.276629627,0.059794843,-0.083034955,0.618184984,-0.631191492,0.257587582,0.00830276,-0.654202223,-0.039820548,-0.098562941,-0.088357158,-0.410167813,-0.044650611,-0.100626431,0.034238998,-0.246587932,0.632869482,-0.338294923,-0.370436311,0.2411336,-0.030689135,9606.ENSP00000381549
MED1,0.34962675,-0.333597988,0.355101675,0.309969604,0.267394155,-0.054421745,0.30025962,-0.923509061,0.409083933,-0.166758239,0.284441739,-0.232979059,0.536132932,0.174077436,0.147984281,0.249439806,-0.070030384,-0.212904409,0.173369333,-0.162897199,0.140640661,-0.171977848,0.227759019,0.09020669,-0.150828585,0.271909863,-0.321341157,-0.393105894,-0.096758768,0.364194423,-0.252350777,-0.086813457,0.268877774,-0.127227053,0.144172773,-0.097234719,0.328186542,-0.203383639,0.268234789,0.306583375,-0.211805403,0.000832679,-0.046997927,-0.098117344,0.354139626,0.270340383,0.071809612,0.640389919,0.5508129,-0.047595851,-0.223565385,0.33218658,0.394204795,-0.064516805,-0.050331213,-0.162868381,-0.145802945,-0.173109829,-0.089035489,0.055585522,0.020843193,0.270686984,-0.275871217,0.072676718,9606.ENSP00000300651
MYT1,0.11245738,-0.044738334,-0.091654815,-0.04142157,-0.028084034,0.257336766,-0.02248086,0.107789658,0.029269353,-0.253291279,0.097525232,0.021667091,0.484903693,0.023952866,0.005623295,0.047873888,0.019981436,0.197357595,-0.115727007,-0.013709566,-0.066368006,0.204161927,-0.024855135,0.118112974,-0.022760272,0.172796085,0.078037031,0.028822569,-0.003737866,0.004207532,0.175080582,0.00114969,0.048232097,0.009492387,-0.048306726,0.066769399,-0.346463948,-0.005451862,0.203625664,-0.098761149,-0.192910254,-0.242630571,-0.05195266,-0.330514282,-0.028473809,0.000516477,-0.145957008,0.123891883,-0.253644854,0.24234511,0.043714888,0.022568317,-0.24601768,0.744142056,0.078844026,0.372234583,-0.199134126,0.003339315,-0.052111659,-0.139136642,-0.32505253,0.078874998,0.005953339,0.039714422,9606.ENSP00000327465
TOB2,0.337163627,-0.063286081,0.149179578,-0.282717288,0.117644168,-0.264509767,-0.223114997,0.121246636,0.015847787,0.117739394,0.014183268,0.276705086,-0.174874857,-0.168691814,-0.148847252,0.437226623,-0.017981665,0.466382653,0.215137556,0.044642672,-0.229511321,-0.123509303,-0.575897157,-0.1938802,0.582938194,-0.305476338,-0.151098177,-0.409280837,-0.268466026,-0.193333238,-0.246251822,-0.270340383,0.421001524,-0.040156089,-0.372361511,-0.326959401,-0.266720176,-0.32607916,-0.394604683,0.303296238,0.327475548,-0.198142618,0.067820527,0.17335847,0.113447636,-0.585983515,-0.502870619,-0.180778623,0.325720757,0.143730491,0.136991993,-0.17904447,0.024020342,-0.02065089,0.083090208,-0.096023448,0.186303884,-0.183395922,0.088768438,0.210619509,-0.081967898,-0.052005962,-0.224035919,0.251558155,9606.ENSP00000331305
C14orf1,0.094759904,-0.069803737,-0.005294765,0.224122748,0.975189447,-0.221113607,0.051880039,-0.178647354,-0.179969892,-0.11071793,0.176205754,-0.021330213,-0.037870314,0.008060346,0.071614496,-0.01165237,-0.060841188,0.02382127,0.246861935,0.052181989,0.041018639,-0.008047989,-0.022950713,-0.070583902,0.021710103,0.073740959,0.000521322,0.137568846,0.035961483,-0.08679007,0.155699879,0.039378501,-0.135513663,0.158025846,0.228090733,0.07733427,-0.187027439,-0.091744706,0.182652384,-0.171271071,-0.283571243,0.135674879,-0.139603421,-0.00036369,-0.170514777,0.073132403,0.19555822,-0.109683372,0.115430318,0.029818505,-0.015757587,0.159734815,0.159021273,0.159065306,0.163639694,-0.109195217,-0.164350882,0.106800817,-0.005552595,0.241048172,-0.193623781,0.255629927,0.159980625,0.35738951,9606.ENSP00000256319
BCKDK,-0.24575983,-0.050966285,0.117037155,-0.334205121,-0.162815958,-0.244483247,0.170029312,0.213074088,-0.013947184,0.186580315,0.029250424,-0.186265007,0.138418093,0.153412759,-0.057592869,-0.193536967,-0.02588582,0.148990273,-0.056490634,-0.075007625,-0.068975575,0.232803017,0.306843758,-0.05340549,0.053995267,-0.018106123,0.093757771,0.070361502,-0.034284543,0.248471931,0.081215389,0.13476333,-0.145493791,-0.070886828,-0.205606207,0.024143811,-0.257940799,-0.028551957,0.034673706,-0.223492652,-0.122485518,-0.34591949,-0.191592559,-0.018543307,0.101354599,0.120145068,-0.099593937,-0.02142344,-0.025335647,-0.328410715,0.232280239,-0.227409586,-0.237320945,0.083777443,-0.100774385,-0.358607709,0.315742463,0.062606588,-0.016517038,-0.006092638,0.062508963,-0.132133365,0.053195991,-0.037573308,9606.ENSP00000378405
C21orf59,0.071293853,-0.191496521,-0.426024914,-0.112904243,-0.041580684,0.115810812,-0.990157127,0.129281446,0.0531541,-0.462878436,-0.089314505,-0.146664515,0.025073655,0.196105346,-0.272788167,-0.253054231,-0.023546342,-0.047525711,-0.335506499,-0.13480483,-0.213882163,0.137325689,0.019941214,0.259803027,0.171025798,-0.121361181,0.442405164,0.081166007,0.736815631,0.037414208,-0.448399216,0.360587776,0.207015663,-0.481796354,0.01329507,0.230504364,-0.340391457,-0.210715353,0.222862542,-0.48096782,-0.077507712,-0.15026623,0.29815501,-0.468333572,-0.015863042,-0.059999153,0.124186344,-0.15746966,0.559859395,-0.096057102,0.245390117,0.036645271,1.690391302,0.024901442,-0.112084068,-0.068389475,0.119233616,-0.127762392,0.56903547,0.363395095,-0.308212221,0.164000124,-0.302389145,0.512086451,9606.ENSP00000290155
UGT1A5,0.254801631,0.215743646,-0.191037968,-0.040910553,-0.03709599,0.030372405,0.154974192,-0.201731488,-0.083972581,-0.297603339,0.006306239,-0.049969666,0.071547121,0.097800151,0.188725904,-0.100599393,-0.147552133,-0.097577363,-0.021817654,-0.22845611,0.108711615,0.1214353,-0.040982727,-0.076601706,0.101975627,0.099818304,0.096817747,0.012551194,-0.062675901,-0.121692859,-0.239256591,-0.002771651,0.052063704,-0.315279812,-0.001833096,0.065576419,0.073115438,0.016355321,0.025792425,-0.073131725,-0.001194329,-0.164244473,-0.189599112,0.304194421,-0.22245954,0.469254702,-0.273040652,0.009473334,0.315003812,0.233760715,0.132168248,0.083054133,-0.130350783,0.076801389,-0.008185711,-0.002067293,-0.055013422,0.097703658,0.319524348,-0.134677023,-0.14463675,0.12583214,0.039858576,0.185728505,9606.ENSP00000362513
ITM2B,-0.043264888,0.292788804,0.277005553,-1.132505417,0.141598761,0.288291454,0.235317737,0.033754189,0.39995259,0.130483806,0.167510509,0.380843908,0.218980178,0.108401097,-0.420355648,0.421191305,0.09859594,-0.106477767,0.266022325,-0.020716622,0.010697611,-0.108187161,-0.077900901,0.131815344,-0.392820746,0.164651722,-0.1777706,-0.064318553,0.093439601,-0.139903918,0.2565853,0.119043291,-0.008638879,-0.101981476,0.200062618,-0.612867951,-0.170591637,0.580823362,-0.033603489,-0.221400842,-0.137218878,-0.201741368,0.251251936,-0.263510138,0.25748679,-0.467918575,0.321630985,0.517096817,0.138953879,0.540943921,-0.258125156,-0.702481031,-0.403567404,-0.049522232,-0.023497,0.05031107,0.049090371,0.205523431,0.065178819,0.00665806,0.014493772,0.432652771,0.348566025,-0.242645591,9606.ENSP00000367828
SCN1A,0.127631962,0.013204194,-0.269351065,0.009701009,0.033330668,-0.374797791,0.485810578,-0.316095263,0.392398626,-0.132272452,-0.231695443,0.006213556,-0.047544017,-0.530563831,0.364876777,0.015474929,0.209283814,0.348371565,-0.694962919,0.057273649,-0.097993739,-0.201297179,-0.042982031,-0.165751383,-0.105906174,-0.170292497,-0.591128945,-0.062047441,0.070800178,0.598691821,0.182886064,0.224517182,0.053891711,0.53301841,-0.119412869,-0.035706986,-0.471980661,0.117251657,0.445924997,0.271247149,0.266023725,0.535147965,0.680056214,-0.012977457,-0.388723731,-0.217181891,0.510702789,0.51020956,0.305083245,0.218831047,0.353871793,0.393178225,0.208217382,0.442168772,-0.068335563,-0.161807477,-0.18302682,0.325921774,-0.447854191,0.082907818,-0.361582577,-0.039784472,-0.06611748,0.124978073,9606.ENSP00000303540
MRPL34,0.481631309,0.206103459,0.20232293,0.175445572,0.060676303,0.218402475,0.056809731,0.086315826,-0.03230074,-0.144917339,0.097154133,-0.034784351,-0.332617491,0.058160309,0.035686433,0.202546686,0.15470992,-0.049320713,-0.050527103,0.060630217,0.056280579,-0.575621486,0.028356975,-0.289875746,0.23768203,-0.047085907,0.188018933,-0.091220774,-0.081891909,-0.248312563,-0.068702638,-0.024460265,-0.038177695,-0.126067847,-0.250656575,-0.128063351,0.150460973,-0.124252081,-0.070593551,-0.003636967,-0.137794092,-0.024379782,-0.062934093,0.122268334,-0.077652581,0.296755463,0.102733448,0.462230891,-0.068110779,-0.145530269,-0.04834035,0.140103132,-0.029167922,0.136215374,-0.205786586,0.049629558,-0.086598255,-0.015544632,0.129387662,0.251299411,-0.024563108,0.351202756,-0.253498703,0.060421858,9606.ENSP00000252602
RNF130,0.078885891,0.095383674,0.152306706,-0.283763498,0.018920679,-0.017387617,0.310622633,0.005058365,-0.003204608,-0.054654364,0.063517511,0.468678564,0.218877137,0.036748219,0.13634555,-0.118236482,-0.967619836,0.106628768,-0.001551431,0.047268122,0.330511779,-0.201129615,-0.081172198,-0.269645244,0.429212213,-0.242095783,0.014707931,0.109110884,0.040161472,0.022871358,0.218061864,-0.954369903,-0.316963732,0.187977374,-0.260816693,0.181935936,-0.04128902,0.130986825,-0.046076857,-0.19768551,0.156350523,-0.057465713,0.123353988,0.159334987,0.355417281,0.122854605,-0.417843372,0.029370038,0.038797006,0.023933293,-0.235411853,-0.15236026,0.840970814,-0.070057899,0.144016325,0.191656381,0.015254267,0.210823476,-0.200696453,0.067577615,-0.248091355,0.010307053,0.098176464,0.193138048,9606.ENSP00000430237
TMEM19,-0.133806169,-0.058160756,0.123459794,0.056954753,2.240103483,-0.33158192,0.446517259,-0.135719478,-0.240311265,0.214887068,0.519860506,-0.078122661,-0.043994799,-0.23157613,-0.116819233,-0.354614019,0.00081349,0.002624035,0.193375051,0.239705145,0.048365153,-0.234414995,0.210615575,-0.451088697,-0.380676597,-0.168885842,-0.089168675,0.06167664,-0.17336832,0.262782067,0.13678126,0.101707555,-0.105970517,0.101931028,0.561466694,-0.162042186,-0.097551353,-0.057872873,-0.098506644,0.015706468,-0.637370706,0.068495199,-0.130820647,0.002062929,-0.184659287,-0.033584852,-0.127646193,-0.267255664,0.137693346,-0.15373908,0.006913903,0.094607644,-0.04288622,0.447282284,0.09114559,-0.208059445,-0.101136953,-0.210345969,-0.343071073,0.336481035,-0.210603088,1.016836524,-0.04540975,1.063209891,9606.ENSP00000266673
IMMP1L,-0.049631122,-0.020841401,0.089452542,-0.201264501,0.159929574,-0.005628729,0.052032474,0.00964527,-0.070336401,-0.027679523,-0.002725519,0.454501659,0.138688534,0.299216479,-0.137149975,-0.021047322,-0.453721672,-0.053011838,0.037191994,0.036981199,0.094637007,0.039273933,0.159538478,-0.018601537,0.243126348,0.028219696,-0.119431771,-0.093155287,0.047800541,-0.131404877,-0.046047971,-0.581434667,-0.305974305,0.149802729,0.014137842,0.149373576,0.208125442,0.139792606,0.13794601,0.011184338,0.137984604,0.128723219,0.066017739,0.102513932,0.196901619,0.023756238,-0.155526549,-0.042281877,-0.087528363,0.05463497,0.090205066,0.055381622,0.462133557,-0.127344459,-0.066558495,0.039273959,0.024696985,-0.024795052,0.011486891,-0.097449735,0.009074088,0.124699429,-0.104825594,-0.047520284,9606.ENSP00000278200
MEIS1,0.070422702,-0.008090352,0.021269727,0.668398499,-0.077357747,0.112833619,0.014301023,-0.008128288,0.172092378,0.150530815,-0.126253873,-0.057274777,0.251816183,-0.135458201,-0.053828921,-0.041604023,-0.062363502,0.043341495,0.007082525,0.114367403,-0.711405575,-0.053069979,0.26344353,0.213606492,0.06670332,0.270092607,-0.162705541,0.448775321,0.347001523,-0.261817068,-0.459980786,-0.146714702,-0.028319649,0.189472497,-0.000546486,0.289968729,0.024386056,0.006953269,0.210988641,-0.718356192,0.123575382,-0.224038228,-0.094153322,0.011954969,-0.04624553,0.316652775,0.073238403,0.222879082,-0.110166535,0.523675144,0.261823595,-0.187464178,-0.111697294,-0.440345734,0.016693812,-0.177327827,-0.185352162,-0.020995168,-1.278006911,0.015228074,0.090235785,0.097192548,-0.069134668,0.028472727,9606.ENSP00000272369
TEX101,0.239900172,-0.004029463,-0.105262727,0.232302442,0.301660836,-0.201742157,0.086925223,0.552620351,0.575436532,0.178568095,-0.21611762,0.22938855,-0.307180166,0.104682483,0.098552495,0.253172994,0.169709608,-0.273789674,-0.154160291,-0.417173326,0.273317486,0.100458562,-0.349559486,-0.253544718,-0.29811725,0.093418054,0.73557651,0.156329811,-0.323888808,-0.262372047,0.276631445,0.122022904,-0.346155733,-0.181764081,-0.047923338,0.429224312,-0.048271738,0.272815615,-0.626594901,0.110400662,0.093041897,0.014800365,0.097835258,0.387050986,-0.269837409,-0.151821792,-0.269689113,-0.227695227,-0.054611623,-0.071637839,0.113541834,-0.046909351,-0.128669262,-0.140007228,-0.321692884,-0.260960311,-0.370245576,-0.400940806,-0.02811032,-0.315901279,-0.196441755,-0.278331637,0.104432181,0.416365594,9606.ENSP00000472308
KIT,0.01778489,0.202500835,-0.615502656,-0.127485529,-0.290852696,-0.265603304,0.044372305,0.057867326,0.602115631,-0.240986124,-0.301885366,0.093579024,0.375786871,0.207539573,0.134201735,0.25123632,0.104563363,0.537024379,0.09147796,0.211737543,-0.226711079,0.062278286,0.185793072,0.093982011,-0.292979062,-0.103569008,0.0079037,-0.116079636,-0.127034068,0.063560791,0.109214745,-0.096330531,0.006327075,-0.330530733,-0.307246685,-0.115275472,0.170073792,0.139962584,-0.619141638,0.169562399,-0.111250758,-0.415726721,-0.233026698,0.056270674,0.086517274,-0.445077628,0.058515284,-0.082323983,0.148477405,0.296433002,-0.217626974,0.627384305,0.017637141,-0.017503992,0.108259179,-0.544592917,-0.383591652,0.14816162,0.040236734,0.147058949,-0.369798154,-0.259087563,0.466616243,0.13238585,9606.ENSP00000288135
TARS2,-0.034874447,0.002164278,0.087212838,0.064587884,-0.137697667,-0.106603697,0.002693374,-0.033684947,0.098223761,-0.002667844,0.097094342,0.021650614,-0.151720941,-0.10362374,-0.026187381,0.030522486,-0.262896776,-0.043601196,-0.051932681,0.123482011,0.136902437,-0.112839498,-0.133485243,-0.08450263,-0.093612269,-0.058304653,-0.26634106,0.178490743,0.075278983,-0.053631749,-0.003066953,0.305341274,0.054823752,0.015385616,0.053049609,-0.122965291,0.163940117,-0.075178079,-0.094771124,0.008133606,0.035269227,0.177114621,0.029955657,-0.031936239,-0.057281289,-0.018421168,-0.110621221,-0.127445132,-0.060055245,-0.094955735,-0.01177182,0.040895469,-0.027229391,0.089544922,-0.015049094,-0.050332986,0.155973107,-0.163109377,0.08445394,0.085061081,0.203854501,-0.088873543,0.05032026,0.129087776,9606.ENSP00000358060
SLC10A1,0.002592867,-0.30702281,0.063017249,0.187055469,-0.021434966,0.086283095,0.09170635,0.000448181,-0.045817245,-0.176741689,0.072860308,0.034618955,0.018917337,0.026401851,0.006835757,0.281202048,0.030288316,-0.029414229,-0.001478695,-0.003463948,-0.140819669,-0.24991709,0.05255926,0.02233951,0.023144461,-0.173295677,0.057922874,0.215514362,0.270644277,0.100025341,0.000975404,-0.066515692,0.071218774,0.035610303,0.12188153,-0.08070074,0.124792241,0.061211597,-0.144118398,-0.082958125,0.136185169,-0.076664515,-0.223111793,0.011178655,0.089241467,0.06375362,0.07482288,-0.002109698,-0.114213437,-0.110887691,-0.240383312,0.061643001,-0.105551921,-0.094149858,0.108321503,0.058979858,0.153363422,-0.033439327,0.42976594,0.271075428,0.038905323,0.122920088,0.110563248,-0.119840465,9606.ENSP00000216540
