protein,RW_target_10,RW_target_20,RW_target_30
9606.ENSP00000319006,2.6064283247251296e-06,2.512375431251712e-06,2.5103267944359686e-06
9606.ENSP00000439807,9.035036782734096e-05,9.039381257025524e-05,9.03701366041787e-05
9606.ENSP00000339404,0.0001305174373555,0.0001310126972384,0.0001310394291067
9606.ENSP00000364035,1.2418349797371777e-05,1.2546540347102564e-05,1.2551280633488204e-05
9606.ENSP00000384273,0.0002499323163647,0.0002421755925752,0.0002419925149297
9606.ENSP00000302276,2.037375270447228e-05,2.008955016208347e-05,2.00826398213394e-05
9606.ENSP00000426421,3.560985078365775e-06,3.516270908221486e-06,3.5144521461916156e-06
9606.ENSP00000402152,1.5826582966838032e-05,1.5569561583106406e-05,1.5563693523290567e-05
9606.ENSP00000301141,8.019567758310586e-05,7.739053398836404e-05,7.731711230007932e-05
9606.ENSP00000295718,4.373152842163108e-05,4.368178633740172e-05,4.367813016870059e-05
9606.ENSP00000375066,2.546974428696558e-06,2.5110398382821586e-06,2.510320882720407e-06
9606.ENSP00000333019,5.444361886475235e-05,5.423377297120169e-05,5.422136018751189e-05
9606.ENSP00000412461,1.2690056792052928e-05,1.2559682545543184e-05,1.2551747204270214e-05
9606.ENSP00000385579,1.91575145436218e-06,2.0047327780048363e-06,2.0080335616512457e-06
9606.ENSP00000386125,2.552004389144713e-06,2.510982994863298e-06,2.5102901872742223e-06
9606.ENSP00000284116,3.33912466885522e-05,3.1172119633993134e-05,3.112805279670283e-05
9606.ENSP00000384851,6.043370376573875e-05,5.7299472246086225e-05,5.723669164581224e-05
9606.ENSP00000346643,3.839040073216893e-05,3.816184471361339e-05,3.815600575762801e-05
9606.ENSP00000288462,1.4867930531181628e-06,1.506391186012479e-06,1.5061750673339702e-06
9606.ENSP00000350024,1.265154787688516e-05,1.1560096936591435e-05,1.1547484064067248e-05
9606.ENSP00000319417,1.987187897611875e-05,1.958756365638692e-05,1.9579912986955605e-05
9606.ENSP00000379217,9.151905396720394e-05,9.136566222878172e-05,9.137219603871928e-05
9606.ENSP00000339813,6.188884435687214e-05,6.127049709903076e-05,6.12495350651443e-05
9606.ENSP00000370372,3.73943657905329e-05,3.716127685038373e-05,3.715158891282045e-05
9606.ENSP00000218348,0.0001177799640572,0.000119418327813,0.0001194839642266
9606.ENSP00000374071,9.78537400442292e-07,1.0032364343715017e-06,1.0040462257165927e-06
9606.ENSP00000323795,1.226891799888108e-05,1.205579701490933e-05,1.2049556971760468e-05
9606.ENSP00000378286,9.547517038299702e-06,9.053866961039604e-06,9.037858944793696e-06
9606.ENSP00000366843,0.0001509668509243,0.0001544748374726,0.0001546237326692
9606.ENSP00000246186,1.8357786757405847e-05,1.8086080672219396e-05,1.8074348190566525e-05
9606.ENSP00000462729,3.215554170310497e-05,3.164007284794934e-05,3.162906796205789e-05
9606.ENSP00000269385,0.0001501371734775,0.0001447157555958,0.0001445967063773
9606.ENSP00000297689,3.070812817895785e-05,2.9151073249522597e-05,2.911960291385185e-05
9606.ENSP00000295108,3.068208025069907e-05,2.866793511202559e-05,2.8619007935049012e-05
9606.ENSP00000483688,9.509060328127816e-05,9.488320210948586e-05,9.488825890002772e-05
9606.ENSP00000344648,1.1754273145925254e-05,1.15507427835837e-05,1.154717756435275e-05
9606.ENSP00000322649,4.168096711509861e-05,4.167870065430179e-05,4.167105726082809e-05
9606.ENSP00000412237,2.9400605853879824e-05,2.8145979740656912e-05,2.8116031899116933e-05
9606.ENSP00000348455,8.62225642777048e-05,8.634975529275835e-05,8.635653648525476e-05
9606.ENSP00000266735,0.0002925513836089,0.0003120250476058,0.0003127463569398
9606.ENSP00000480971,2.3706708816462196e-05,2.360809048695955e-05,2.3597056497237645e-05
9606.ENSP00000276198,4.712878217105754e-05,4.621505649993196e-05,4.618931416189298e-05
9606.ENSP00000371040,2.885218236770015e-06,3.0071175842749653e-06,3.012135493918322e-06
9606.ENSP00000303942,7.724550232524052e-05,8.408632857026532e-05,8.433497714577243e-05
9606.ENSP00000478942,1.74116030393634e-05,1.6579511793679558e-05,1.656829408602789e-05
9606.ENSP00000282516,5.730572956963442e-05,5.527947359951213e-05,5.5227730626938865e-05
9606.ENSP00000432660,0.0001955253101186,0.0001958158973138,0.0001958007342182
9606.ENSP00000355217,5.608790161204524e-05,5.525066080735997e-05,5.522671199287288e-05
9606.ENSP00000263274,4.7588076995452866e-05,4.621874904842116e-05,4.618929233402014e-05
9606.ENSP00000272252,1.3012038834858686e-05,1.3053248039796015e-05,1.3053237125859596e-05
9606.ENSP00000280057,3.0714968488609884e-06,3.0158093977661338e-06,3.0125856937956996e-06
9606.ENSP00000409832,5.150233164386009e-07,5.022717459723935e-07,5.020480102757574e-07
9606.ENSP00000445772,6.785244295315351e-06,6.532642601086991e-06,6.526802735606907e-06
9606.ENSP00000354501,1.744387554936111e-05,1.707642513792962e-05,1.706992043182254e-05
9606.ENSP00000376048,9.36994911171496e-05,9.487625356996432e-05,9.488816431257874e-05
9606.ENSP00000350369,2.061898157990072e-05,1.960161534952931e-05,1.9580302250687964e-05
9606.ENSP00000261973,0.0002353060408495,0.000250915531069,0.0002515030209906
