protein,RW_target_10,RW_target_20,RW_target_30
9606.ENSP00000254770,2.7148507797392085e-05,2.559671520430129e-05,2.5522780561004765e-05
9606.ENSP00000382828,4.454615009308327e-06,4.347823960415553e-06,4.343752607383067e-06
9606.ENSP00000339692,8.449734195892233e-06,8.160495781339705e-06,8.145099855028093e-06
9606.ENSP00000299155,4.9955910981225315e-06,3.82567031920189e-06,3.8016721646272345e-06
9606.ENSP00000414202,5.219203376327641e-05,5.369387872633524e-05,5.374984539230354e-05
9606.ENSP00000249647,0.0001191534756799,0.0001113115795305,0.0001107898424379
9606.ENSP00000345808,7.07544240867719e-05,6.55129479127936e-05,6.517273868666962e-05
9606.ENSP00000314505,7.14677371433936e-05,7.635731890331954e-05,7.654887303942814e-05
9606.ENSP00000303532,5.628801318380283e-06,4.375638127385173e-06,4.344717126514297e-06
9606.ENSP00000420686,1.730736357785645e-06,1.6347705695807235e-06,1.629156372473517e-06
9606.ENSP00000362480,8.382436499232426e-05,7.9466073657386e-05,7.928007835289463e-05
9606.ENSP00000349131,2.6891351808444597e-05,2.554636557761114e-05,2.5520270355627872e-05
9606.ENSP00000362817,4.1823863284662366e-05,3.919687515008263e-05,3.909751831088215e-05
9606.ENSP00000423399,0.000104463979369,0.0001197075544041,0.0001204974687425
9606.ENSP00000317379,3.595146699808538e-05,3.531669426592998e-05,3.529284003889188e-05
9606.ENSP00000336701,6.733080226695165e-05,7.254030060721561e-05,7.274560630321503e-05
9606.ENSP00000426909,0.0005032888730056,0.0005131571087986,0.0005136193358339
9606.ENSP00000355251,7.158218522818061e-06,7.069438197504496e-06,7.058958090055967e-06
9606.ENSP00000357069,8.398549653065857e-06,7.6287078627501614e-06,7.602517598570557e-06
9606.ENSP00000321455,1.7915839634952135e-05,1.740053266985342e-05,1.737570528348442e-05
9606.ENSP00000378958,0.0001815591967897,0.0001667272881604,0.0001656580716371
9606.ENSP00000342832,1.1131111932627393e-05,1.087085547624156e-05,1.085970870917663e-05
9606.ENSP00000270238,3.284272679593414e-06,3.258371179981623e-06,3.257724983996013e-06
9606.ENSP00000262193,0.000133171575726,0.0001340514427283,0.0001341056922683
9606.ENSP00000379762,3.385728268767707e-05,2.5685545551823452e-05,2.5525636374368332e-05
9606.ENSP00000367668,5.435590992419748e-06,4.9124168981506955e-06,4.887793693342246e-06
9606.ENSP00000275730,7.954010470712092e-06,7.093116892065154e-06,7.059935796860373e-06
9606.ENSP00000342793,9.881481673801318e-05,8.574195089749992e-05,8.526503370376304e-05
9606.ENSP00000280295,1.7231324136446349e-06,1.6323215277225245e-06,1.6290264284180012e-06
9606.ENSP00000380903,9.868021152215078e-05,9.307643631473184e-05,9.285519627155736e-05
9606.ENSP00000416561,3.222507075406611e-05,2.6731107936939225e-05,2.66096703853691e-05
9606.ENSP00000284727,4.188834282103926e-05,4.0272298065247014e-05,4.018280378659256e-05
9606.ENSP00000370849,0.0,0.0,0.0
9606.ENSP00000305480,8.922106644604355e-05,9.4774310127832e-05,9.500480518909173e-05
9606.ENSP00000392025,6.815187225583941e-05,6.579445471288636e-05,6.570225377799943e-05
9606.ENSP00000386456,6.936407589819282e-05,6.436599505832419e-05,6.408431363524869e-05
9606.ENSP00000353332,6.061884050723165e-05,6.600829510716721e-05,6.623268563998863e-05
9606.ENSP00000334246,1.9422030163696036e-05,1.9066195818595588e-05,1.9006569345947355e-05
9606.ENSP00000318318,2.7718644560081884e-05,2.7192394554731436e-05,2.7150159439770505e-05
9606.ENSP00000330070,1.633075157769781e-06,1.102492547033762e-06,1.0865259127967877e-06
9606.ENSP00000465295,1.7658056094660424e-05,1.5316416465793736e-05,1.5208027434709948e-05
9606.ENSP00000413520,3.053602631553076e-05,3.0426203011302277e-05,3.040644332941156e-05
9606.ENSP00000298569,7.923556950117927e-06,7.614458354510134e-06,7.601986908412073e-06
9606.ENSP00000384551,1.610891445125162e-06,1.6257314428003156e-06,1.628678091947222e-06
9606.ENSP00000296824,2.2375847947841976e-06,2.1747066512034507e-06,2.1719367850892013e-06
9606.ENSP00000466799,2.7662830689223483e-05,2.667781154741533e-05,2.6608109692460857e-05
9606.ENSP00000331983,5.1143688324373215e-05,4.956200427841395e-05,4.941667793900706e-05
9606.ENSP00000249499,1.993268779187929e-05,2.1119281882420186e-05,2.117235453624744e-05
9606.ENSP00000423190,4.2367960304545704e-06,4.339930455898866e-06,4.3434292820165865e-06
9606.ENSP00000371212,9.28370063775219e-05,9.801450505619869e-05,9.826169116422534e-05
