protein,RNA line ab,RNA type ab,binary_RNA line ab,binary_RNA type ab,one_hot_0,one_hot_1,one_hot_2,one_hot_3
9606.ENSP00000323982,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000363136,3.7,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000366528,0,0,0,0,1,0,0,0
9606.ENSP00000318029,0.1,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000324111,0.6,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000316674,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000322457,88.5,51.8,1,1,1,0,0,0
9606.ENSP00000325002,218.8,45.3,1,1,0,0,0,1
9606.ENSP00000430945,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000313110,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000320246,0,0,0,0,1,0,0,0
9606.ENSP00000319341,76.3,72.6,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000398778,14.1,5,1,1,0,0,1,0
9606.ENSP00000453281,15.4,8.7,1,1,0,0,1,0
9606.ENSP00000313318,22.2,34.8,1,1,0,1,0,0
9606.ENSP00000419085,0.1,0.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000342755,25.4,14.1,1,1,1,0,0,0
9606.ENSP00000320935,2.6,2.1,1,1,1,0,0,0
9606.ENSP00000313691,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000355672,3.1,8.5,1,1,1,0,0,0
9606.ENSP00000353475,0.2,43.6,1,1,1,0,0,0
9606.ENSP00000470323,4.7,2.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000468049,12.2,2.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000324769,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000378427,32.8,87.1,1,1,0,0,0,1
9606.ENSP00000362888,13.5,4.4,1,1,0,1,0,0
9606.ENSP00000347919,147.1,215.3,1,1,0,0,1,0
9606.ENSP00000324831,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000323867,32.5,22.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000401018,19.5,0.5,1,1,0,0,1,0
9606.ENSP00000324958,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000325065,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000325128,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000318956,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000317580,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000425715,0.6,6,1,1,0,1,0,0
9606.ENSP00000317376,22.3,105.5,1,1,0,0,1,0
9606.ENSP00000400591,125.2,366.6,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000362894,6.9,1.4,1,1,1,0,0,0
9606.ENSP00000318131,0.5,0,1,0,0,1,0,0
9606.ENSP00000402394,21.3,8.1,1,1,0,0,1,0
9606.ENSP00000440331,0.2,0.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000480279,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000481096,0,0,0,0,1,0,0,0
9606.ENSP00000481457,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000331897,133.5,313.4,1,1,1,0,0,0
9606.ENSP00000369725,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000384563,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000349087,91.1,42.4,1,1,0,0,1,0
9606.ENSP00000327716,50.5,34.7,1,1,0,0,0,1
9606.ENSP00000395538,72.6,22.2,1,1,0,0,1,0
9606.ENSP00000365295,0,0,0,0,1,0,0,0
9606.ENSP00000450842,0,13.3,0,1,0,0,1,0
9606.ENSP00000330509,58,116,1,1,0,0,1,0
9606.ENSP00000394248,0.1,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000332198,421.8,431.8,1,1,0,1,0,0
9606.ENSP00000355614,0.6,9.5,1,1,0,0,0,1
9606.ENSP00000414886,0,0,0,0,0,1,0,0
9606.ENSP00000357812,4.4,1.2,1,1,1,0,0,0
9606.ENSP00000349401,2.7,2.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000438399,168.1,38.1,1,1,0,1,0,0
9606.ENSP00000288985,4.6,7.1,1,1,0,0,1,0
9606.ENSP00000360498,207.3,889.2,1,1,0,0,1,0
9606.ENSP00000332656,1.3,7.9,1,1,1,0,0,0
9606.ENSP00000329140,58.8,21.4,1,1,0,1,0,0
9606.ENSP00000370697,5.5,0.2,1,1,1,0,0,0
9606.ENSP00000406022,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000330612,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000327487,26,9.7,1,1,0,1,0,0
9606.ENSP00000452126,0.1,0,1,0,1,0,0,0
9606.ENSP00000386532,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000333266,3.8,5.1,1,1,1,0,0,0
9606.ENSP00000362036,94.3,192.9,1,1,0,1,0,0
9606.ENSP00000429726,0,0.2,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000419471,3.9,0.9,1,1,0,0,1,0
9606.ENSP00000260988,0,0,0,0,1,0,0,0
9606.ENSP00000359557,0,0.1,0,1,0,0,1,0
9606.ENSP00000313422,217.7,187.4,1,1,0,0,1,0
9606.ENSP00000367446,8,27.4,1,1,0,0,1,0
9606.ENSP00000333667,284.7,165.3,1,1,0,0,0,1
9606.ENSP00000328694,29.6,8.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000330601,0,0.1,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000367697,66.3,57.3,1,1,0,0,1,0
9606.ENSP00000329803,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000331479,15.5,0.1,1,1,0,1,0,0
9606.ENSP00000427684,0.1,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000332979,0,0.6,0,1,0,1,0,0
9606.ENSP00000379931,3.9,45.3,1,1,1,0,0,0
9606.ENSP00000336775,5.2,2.3,1,1,1,0,0,0
9606.ENSP00000328511,0,0,0,0,1,0,0,0
9606.ENSP00000479113,0,0,0,0,1,0,0,0
9606.ENSP00000327763,0,0.1,0,1,0,0,1,0
9606.ENSP00000333836,4.8,10.5,1,1,0,0,1,0
9606.ENSP00000327786,0,0,0,0,1,0,0,0
9606.ENSP00000332404,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000328277,18.2,0,1,0,0,0,1,0
9606.ENSP00000444957,11,8.2,1,1,0,0,1,0
9606.ENSP00000330361,13.4,69.9,1,1,1,0,0,0
9606.ENSP00000327796,0,0.3,0,1,1,0,0,0
9606.ENSP00000333183,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000332433,2.2,1.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000375756,0.5,0.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000330098,6.5,6.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000385035,33.7,2275,1,1,1,0,0,0
9606.ENSP00000328070,36.5,155.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000437957,0,6.6,0,1,1,0,0,0
9606.ENSP00000349931,0,0,0,0,0,1,0,0
9606.ENSP00000377900,0,0,0,0,1,0,0,0
9606.ENSP00000332068,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000483757,0,0,0,0,1,0,0,0
9606.ENSP00000329638,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000436262,1.1,23.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000329614,5.2,62.2,1,1,0,1,0,0
9606.ENSP00000328182,8.2,21.9,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000371073,105.2,5.3,1,1,0,1,0,0
9606.ENSP00000333593,0.3,0.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000438949,3.3,0,1,0,0,1,0,0
9606.ENSP00000329991,0,0.2,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000330289,36.7,22,1,1,0,1,0,0
9606.ENSP00000380872,0.9,1.6,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000331487,81.5,43.1,1,1,0,0,0,1
9606.ENSP00000330808,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000444948,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000331500,2,0,1,0,1,0,0,0
9606.ENSP00000360552,0.1,78.6,1,1,1,0,0,0
9606.ENSP00000331636,0.9,13.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000334100,76.4,24,1,1,0,0,1,0
9606.ENSP00000438483,390.6,14.9,1,1,0,0,1,0
9606.ENSP00000362047,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000327336,3.1,3.4,1,1,0,1,0,0
9606.ENSP00000342510,2.1,3.6,1,1,1,0,0,0
9606.ENSP00000361036,0,0.1,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000331504,9.2,13.4,1,1,0,0,1,0
9606.ENSP00000328570,228.5,145.5,1,1,0,0,1,0
9606.ENSP00000397188,13.5,32.6,1,1,0,1,0,0
9606.ENSP00000247219,0.4,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000341940,0,0,0,0,1,0,0,0
9606.ENSP00000348050,106.1,3.7,1,1,1,0,0,0
9606.ENSP00000339916,28,4.1,1,1,0,1,0,0
9606.ENSP00000442688,32.8,9.9,1,1,0,1,0,0
9606.ENSP00000333358,0.5,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000333666,150.1,1489.3,1,1,0,0,0,1
9606.ENSP00000388920,19.7,41.3,1,1,0,0,1,0
9606.ENSP00000347721,0,0.2,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000327599,0,0,0,0,1,0,0,0
9606.ENSP00000399518,0,17.6,0,1,1,0,0,0
9606.ENSP00000329295,0.2,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000286301,0,2.2,0,1,0,1,0,0
9606.ENSP00000332118,0,0,0,0,0,1,0,0
9606.ENSP00000370447,0,0,0,0,1,0,0,0
9606.ENSP00000329647,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000411898,0,0.1,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000330720,0,0,0,0,1,0,0,0
9606.ENSP00000386804,87.4,114.5,1,1,1,0,0,0
9606.ENSP00000330606,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000328998,39.3,8.3,1,1,0,0,1,0
9606.ENSP00000480492,0.5,1.5,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000332185,0.1,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000338185,60.5,3.6,1,1,1,0,0,0
9606.ENSP00000333433,79.8,35.6,1,1,1,0,0,0
9606.ENSP00000328708,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000329689,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000332643,0,0.2,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000329860,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000330049,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000396722,0.2,0,1,0,1,0,0,0
9606.ENSP00000381981,57.5,79.9,1,1,0,0,1,0
9606.ENSP00000430846,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000331065,0.1,1.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000332389,3.1,1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000329684,1.1,0,1,0,1,0,0,0
9606.ENSP00000330269,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000327344,1.9,6.1,1,1,1,0,0,0
9606.ENSP00000434847,57.6,439,1,1,0,0,1,0
9606.ENSP00000358496,15.2,5.5,1,1,0,0,1,0
9606.ENSP00000346032,849,70.7,1,1,1,0,0,0
9606.ENSP00000451030,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000328928,0,0,0,0,1,0,0,0
9606.ENSP00000333591,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000363414,19.4,4.2,1,1,0,1,0,0
9606.ENSP00000330658,0.1,0.3,1,1,1,0,0,0
9606.ENSP00000328364,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000368389,78.2,1.8,1,1,1,0,0,0
9606.ENSP00000330148,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000346046,4701,1183.5,1,1,0,0,1,0
9606.ENSP00000375066,0.1,0,1,0,0,1,0,0
9606.ENSP00000331774,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000328487,0.2,0.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000360028,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000352447,1.1,0,1,0,0,1,0,0
9606.ENSP00000382884,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000426119,55.8,26.3,1,1,1,0,0,0
9606.ENSP00000332340,17.4,14,1,1,0,1,0,0
9606.ENSP00000382777,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000355777,36.4,53.9,1,1,1,0,0,0
9606.ENSP00000331720,32.4,27,1,1,1,0,0,0
9606.ENSP00000367032,0,0.2,0,1,0,0,1,0
9606.ENSP00000328397,1.3,1.8,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000333184,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000333813,11.9,14.9,1,1,0,0,1,0
9606.ENSP00000337825,1,0.5,1,1,1,0,0,0
9606.ENSP00000380488,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000347665,117.6,375.8,1,1,0,0,1,0
9606.ENSP00000328848,44.3,18.4,1,1,0,0,0,1
9606.ENSP00000332900,3.4,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000327589,0.1,0.6,1,1,0,0,0,1
9606.ENSP00000331466,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000357796,0,0,0,0,1,0,0,0
9606.ENSP00000419117,1361.6,2311,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000355523,0,2.3,0,1,1,0,0,0
9606.ENSP00000329033,0.8,56.8,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000428878,14,16.6,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000329794,0,0,0,0,1,0,0,0
9606.ENSP00000331209,54,347.1,1,1,0,0,1,0
9606.ENSP00000336524,16.5,18.8,1,1,0,0,1,0
9606.ENSP00000337466,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000328023,111.3,64.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000328090,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000400142,289.4,61.3,1,1,0,0,0,1
9606.ENSP00000329584,0.2,1.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000366798,55.3,11.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000398560,9.6,31.7,1,1,0,0,1,0
9606.ENSP00000411528,3.4,0.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000330218,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000399862,18.7,9.9,1,1,0,1,0,0
9606.ENSP00000333633,37.2,13.8,1,1,0,1,0,0
9606.ENSP00000329264,0.1,3.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000329797,92.5,42.2,1,1,1,0,0,0
9606.ENSP00000473091,0.3,0.6,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000331691,1.4,1.5,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000384949,465.9,2.8,1,1,0,1,0,0
9606.ENSP00000332103,94.8,401,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000333292,0,5.3,0,1,0,1,0,0
9606.ENSP00000329920,0,0.4,0,1,1,0,0,0
9606.ENSP00000327694,9.6,53.3,1,1,0,1,0,0
9606.ENSP00000384763,0,1,0,1,0,0,1,0
9606.ENSP00000331545,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000329452,1.5,0.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000332528,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000331556,0,0,0,0,1,0,0,0
9606.ENSP00000329403,0,0,0,0,1,0,0,0
9606.ENSP00000379845,99.5,266.3,1,1,0,0,0,1
9606.ENSP00000446242,128.6,35.3,1,1,0,0,0,1
9606.ENSP00000478874,0.2,12.6,1,1,1,0,0,0
9606.ENSP00000330842,5.1,0,1,0,0,1,0,0
9606.ENSP00000342840,6.3,3.4,1,1,0,0,1,0
9606.ENSP00000332983,0,0.7,0,1,1,0,0,0
9606.ENSP00000369962,0.3,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000327758,3.6,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000328938,302.7,114.1,1,1,0,1,0,0
9606.ENSP00000331831,0.9,14.7,1,1,1,0,0,0
9606.ENSP00000332886,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000484342,1.7,1.4,1,1,1,0,0,0
9606.ENSP00000411124,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000366246,24.9,39.8,1,1,0,0,1,0
9606.ENSP00000328083,0.4,2.3,1,1,0,1,0,0
9606.ENSP00000331397,4.9,0,1,0,1,0,0,0
9606.ENSP00000430733,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000358798,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000332812,3.7,0,1,0,0,1,0,0
9606.ENSP00000427844,9.8,8.8,1,1,0,0,1,0
9606.ENSP00000331734,0.5,0.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000441832,1.4,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000463752,7.9,0.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000356231,8.2,45.5,1,1,0,0,1,0
9606.ENSP00000376553,0.9,0,1,0,1,0,0,0
9606.ENSP00000330875,7.3,10.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000378690,0,0,0,0,1,0,0,0
9606.ENSP00000327467,6.6,431.2,1,1,0,1,0,0
9606.ENSP00000481321,0.1,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000328677,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000328983,0.8,0,1,0,1,0,0,0
9606.ENSP00000351856,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000473172,186.4,37.8,1,1,1,0,0,0
9606.ENSP00000452793,4.3,5.2,1,1,0,0,1,0
9606.ENSP00000389714,0,5.7,0,1,1,0,0,0
9606.ENSP00000390630,0,0,0,0,1,0,0,0
9606.ENSP00000482374,2.4,0.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000369573,0.3,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000328325,276.3,97.6,1,1,0,0,1,0
9606.ENSP00000422753,62.8,17.1,1,1,0,1,0,0
9606.ENSP00000358932,14.7,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000444054,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000333374,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000347933,3.3,62.8,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000448051,91.2,157.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000404464,0.3,0.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000328729,205.3,94.9,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000331823,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000440163,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000333487,0.1,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000329318,0,0,0,0,1,0,0,0
9606.ENSP00000445979,3,5.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000330904,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000330338,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000362139,0.2,0,1,0,1,0,0,0
9606.ENSP00000329522,0,0,0,0,1,0,0,0
9606.ENSP00000379754,6,21.9,1,1,0,0,1,0
9606.ENSP00000328423,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000331127,21.3,0.3,1,1,0,0,1,0
9606.ENSP00000367705,36.8,9.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000333350,6.4,2.1,1,1,1,0,0,0
9606.ENSP00000328698,0,0,0,0,1,0,0,0
9606.ENSP00000359485,0,0,0,0,1,0,0,0
9606.ENSP00000382815,3.6,14.1,1,1,1,0,0,0
9606.ENSP00000484497,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000331474,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000362107,10.6,0.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000328215,0,0.2,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000332225,0.3,0,1,0,1,0,0,0
9606.ENSP00000329557,0.5,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000327950,4.9,0,1,0,0,0,1,0
9606.ENSP00000468232,3,13.3,1,1,0,0,1,0
9606.ENSP00000332454,8.8,15.5,1,1,1,0,0,0
9606.ENSP00000469759,0,0,0,0,1,0,0,0
9606.ENSP00000331843,34.2,1.6,1,1,0,0,1,0
9606.ENSP00000362110,76.3,27.9,1,1,0,1,0,0
9606.ENSP00000385461,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000332288,0.8,0.5,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000379818,0,0.3,0,1,1,0,0,0
9606.ENSP00000333490,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000422907,13.8,5.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000328327,9.6,8.3,1,1,1,0,0,0
9606.ENSP00000327846,0,0,0,0,1,0,0,0
9606.ENSP00000333441,0.3,0,1,0,1,0,0,0
9606.ENSP00000328818,0,0,0,0,0,1,0,0
9606.ENSP00000333657,22.1,0.1,1,1,1,0,0,0
9606.ENSP00000374213,18.6,10,1,1,1,0,0,0
9606.ENSP00000329918,1.9,0.1,1,1,1,0,0,0
9606.ENSP00000358458,0,5.8,0,1,1,0,0,0
9606.ENSP00000330730,29.4,77.9,1,1,1,0,0,0
9606.ENSP00000362105,25.2,46.9,1,1,0,0,0,1
9606.ENSP00000329915,92.4,41.8,1,1,1,0,0,0
9606.ENSP00000331845,6.5,16.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000310216,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000327916,5.1,224,1,1,0,0,0,1
9606.ENSP00000331012,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000332963,0.2,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000331376,1.8,1.8,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000383168,0,0,0,0,0,0,1,0
9606.ENSP00000368199,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000327436,41.9,27,1,1,1,0,0,0
9606.ENSP00000328016,4.3,0.2,1,1,1,0,0,0
9606.ENSP00000443824,50.8,13,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000423630,0,0,0,0,1,0,0,0
9606.ENSP00000403645,10.2,5.5,1,1,0,1,0,0
9606.ENSP00000333277,0.5,0,1,0,0,0,1,0
9606.ENSP00000347924,43.3,28.3,1,1,0,0,1,0
9606.ENSP00000329292,0,0,0,0,1,0,0,0
9606.ENSP00000362684,1.1,0.3,1,1,1,0,0,0
9606.ENSP00000331849,70.5,290.4,1,1,1,0,0,0
9606.ENSP00000412363,0.4,1.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000372955,70.9,29.3,1,1,1,0,0,0
9606.ENSP00000441600,0,0,0,0,0,0,1,0
9606.ENSP00000331681,0.5,12.5,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000458130,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000360166,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000381672,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000371923,0,0,0,0,1,0,0,0
9606.ENSP00000332805,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000332861,3.7,0.5,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000330787,288.8,2093.1,1,1,0,0,0,1
9606.ENSP00000333181,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000336800,8.8,10.9,1,1,1,0,0,0
9606.ENSP00000418575,0,0.2,0,1,1,0,0,0
9606.ENSP00000329858,1.8,4.2,1,1,0,1,0,0
9606.ENSP00000270077,0,0,0,0,1,0,0,0
9606.ENSP00000480405,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000327440,0.2,0.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000421592,249,12,1,1,0,0,0,1
9606.ENSP00000331915,8.2,3,1,1,1,0,0,0
9606.ENSP00000404232,0,0,0,0,1,0,0,0
9606.ENSP00000328181,0,0,0,0,1,0,0,0
9606.ENSP00000333800,0,0,0,0,0,1,0,0
9606.ENSP00000330032,3.7,22.9,1,1,1,0,0,0
9606.ENSP00000332500,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000333639,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000330862,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000483005,6.1,3,1,1,1,0,0,0
9606.ENSP00000368908,0,0.3,0,1,1,0,0,0
9606.ENSP00000333833,16.6,5.1,1,1,0,1,0,0
9606.ENSP00000363478,49.1,66.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000333097,0,0,0,0,1,0,0,0
9606.ENSP00000332293,0.1,0.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000329967,15.9,17.1,1,1,1,0,0,0
9606.ENSP00000384490,8.3,33.3,1,1,0,1,0,0
9606.ENSP00000383185,0.1,0.8,1,1,0,0,0,1
9606.ENSP00000459451,5.1,571.4,1,1,0,0,0,1
9606.ENSP00000454836,6.8,9,1,1,0,0,1,0
9606.ENSP00000327557,0,0,0,0,1,0,0,0
9606.ENSP00000331242,16.3,2.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000328203,13.3,0.6,1,1,0,0,1,0
9606.ENSP00000372023,40.8,2.6,1,1,0,0,0,1
9606.ENSP00000333188,0,0,0,0,1,0,0,0
9606.ENSP00000382120,11,1.9,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000426548,0,0,0,0,1,0,0,0
9606.ENSP00000381699,0,0,0,0,1,0,0,0
9606.ENSP00000332325,13.6,2.1,1,1,0,1,0,0
9606.ENSP00000355577,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000353129,0,0,0,0,1,0,0,0
9606.ENSP00000333326,1.5,0,1,0,0,1,0,0
9606.ENSP00000433597,11.3,0.6,1,1,0,0,1,0
9606.ENSP00000332806,0.6,0,1,0,1,0,0,0
9606.ENSP00000332511,1.4,0.7,1,1,0,0,0,1
9606.ENSP00000357545,0,0,0,0,1,0,0,0
9606.ENSP00000382239,15.1,7.9,1,1,0,0,1,0
9606.ENSP00000332659,0.2,0.2,1,1,1,0,0,0
9606.ENSP00000329102,8.1,1,1,1,1,0,0,0
9606.ENSP00000418751,1.8,2.6,1,1,1,0,0,0
9606.ENSP00000376349,9,27.6,1,1,0,1,0,0
9606.ENSP00000331268,0,0,0,0,1,0,0,0
9606.ENSP00000273390,0,0,0,0,1,0,0,0
9606.ENSP00000469445,0,0,0,0,1,0,0,0
9606.ENSP00000327417,0.8,2.8,1,1,1,0,0,0
9606.ENSP00000350673,43.9,0,1,0,0,1,0,0
9606.ENSP00000472959,0.1,0,1,0,0.25,0.25,0.25,0.25
