protein,RNA line ab,RNA type ab,binary_RNA line ab,binary_RNA type ab,one_hot_0,one_hot_1,one_hot_2,one_hot_3
9606.ENSP00000352138,0.1,0.1,1,1,1,0,0,0
9606.ENSP00000354451,13.7,0.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000328478,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000331305,32.6,28.6,1,1,0,1,0,0
9606.ENSP00000410257,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000333395,14,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000332162,8.1,0.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000333018,21.9,29.4,1,1,0,1,0,0
9606.ENSP00000419542,0,0,0,0,0,0,1,0
9606.ENSP00000458355,0.1,0,1,0,1,0,0,0
9606.ENSP00000360181,0,1.2,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000473474,0.1,2.9,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000262848,0.2,1.9,1,1,1,0,0,0
9606.ENSP00000384629,14.8,18.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000328813,0,0,0,0,1,0,0,0
9606.ENSP00000484398,31.6,2.8,1,1,1,0,0,0
9606.ENSP00000330070,3,30.1,1,1,1,0,0,0
9606.ENSP00000373702,0,0,0,0,1,0,0,0
9606.ENSP00000354762,225.7,432.6,1,1,0,0,1,0
9606.ENSP00000332766,0.2,0.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000329214,0,1.1,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000344909,124.4,146,1,1,0,0,1,0
9606.ENSP00000458162,2899.3,495.3,1,1,0,1,0,0
9606.ENSP00000381588,4.6,26.8,1,1,1,0,0,0
9606.ENSP00000328524,30.5,11.6,1,1,1,0,0,0
9606.ENSP00000329210,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000330746,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000332602,0,0,0,0,1,0,0,0
9606.ENSP00000398495,71,0.3,1,1,0,0,1,0
9606.ENSP00000327650,10.3,3.6,1,1,1,0,0,0
9606.ENSP00000331791,0.4,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000329468,1.5,1.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000332887,358.4,1634.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000364324,7.7,4.4,1,1,1,0,0,0
9606.ENSP00000327738,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000332604,760,3.3,1,1,0,1,0,0
9606.ENSP00000385477,0.4,3.2,1,1,1,0,0,0
9606.ENSP00000216121,220.1,117.6,1,1,0,1,0,0
9606.ENSP00000327525,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000330633,0,1.1,0,1,1,0,0,0
9606.ENSP00000332163,0,0,0,0,1,0,0,0
9606.ENSP00000305742,5.3,4.3,1,1,0,1,0,0
9606.ENSP00000334441,0,0.1,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000373648,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000386069,34,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000402756,22.2,4.5,1,1,0,0,1,0
9606.ENSP00000329137,0.1,0.5,1,1,1,0,0,0
9606.ENSP00000383938,46.2,51.6,1,1,1,0,0,0
9606.ENSP00000327585,0.4,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000384182,10.5,5.4,1,1,0,1,0,0
9606.ENSP00000478474,65.7,41.2,1,1,0,0,1,0
9606.ENSP00000463778,0,0,0,0,1,0,0,0
9606.ENSP00000331600,0.3,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000484580,43,28.6,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000364591,21.1,4.3,1,1,0,1,0,0
9606.ENSP00000421586,1.4,0.6,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000330918,14.6,36.7,1,1,0,0,0,1
9606.ENSP00000403310,28.9,30.6,1,1,0,0,1,0
9606.ENSP00000328036,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000358997,92.9,32.4,1,1,0,0,1,0
9606.ENSP00000410396,42,74,1,1,1,0,0,0
9606.ENSP00000371785,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000367096,0,5.4,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000311224,41.6,0.1,1,1,0,1,0,0
9606.ENSP00000332613,154.6,197.7,1,1,0,0,0,1
9606.ENSP00000332256,0.4,0.1,1,1,0,1,0,0
9606.ENSP00000332194,11.5,8,1,1,0,1,0,0
9606.ENSP00000327611,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000332790,0.6,0.7,1,1,0,1,0,0
9606.ENSP00000373895,0.1,0.8,1,1,0,1,0,0
9606.ENSP00000333234,0.2,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000330433,41.1,61.1,1,1,0,0,1,0
9606.ENSP00000331087,48.9,29.5,1,1,1,0,0,0
9606.ENSP00000360269,0.5,0.3,1,1,1,0,0,0
9606.ENSP00000483624,0,0.3,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000328596,0,0,0,0,1,0,0,0
9606.ENSP00000333568,0.4,2.7,1,1,0,1,0,0
9606.ENSP00000425040,0,0.1,0,1,1,0,0,0
9606.ENSP00000330485,4.8,6,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000396622,0,0.2,0,1,1,0,0,0
9606.ENSP00000357718,0,0,0,0,1,0,0,0
9606.ENSP00000359119,1.1,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000331745,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000329904,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000332164,0,0,0,0,1,0,0,0
9606.ENSP00000328777,0,0,0,0,0,0,0,1
9606.ENSP00000374482,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000375108,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000330074,0.1,0.1,1,1,0,1,0,0
9606.ENSP00000331532,0,0,0,0,1,0,0,0
9606.ENSP00000331678,36.3,0.3,1,1,1,0,0,0
9606.ENSP00000368964,12.7,0.2,1,1,1,0,0,0
9606.ENSP00000327513,9.7,2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000332723,0,1.2,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000333037,0.8,1.4,1,1,1,0,0,0
9606.ENSP00000333142,3.2,2.7,1,1,1,0,0,0
9606.ENSP00000434552,6.3,0.1,1,1,0,0,1,0
9606.ENSP00000362621,0,0,0,0,1,0,0,0
9606.ENSP00000475261,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000332110,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000333012,23.9,37.3,1,1,0,0,1,0
9606.ENSP00000333496,0,0,0,0,1,0,0,0
9606.ENSP00000328835,48.4,10.8,1,1,0,0,0,1
9606.ENSP00000329419,175.5,45.4,1,1,0,0,1,0
9606.ENSP00000369395,0.1,2.9,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000215742,13.7,41.7,1,1,1,0,0,0
9606.ENSP00000328236,25.4,0.9,1,1,1,0,0,0
9606.ENSP00000332504,1.1,0.3,1,1,0,1,0,0
9606.ENSP00000363513,2,1.8,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000380594,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000416289,6.7,3.5,1,1,0,0,1,0
9606.ENSP00000383365,26.9,43.9,1,1,0,0,1,0
9606.ENSP00000330426,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000331572,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000363377,7.2,4.5,1,1,1,0,0,0
9606.ENSP00000329170,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000332274,5.4,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000302756,0.2,0.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000364502,0,0.2,0,1,1,0,0,0
9606.ENSP00000377783,46.7,264.5,1,1,1,0,0,0
9606.ENSP00000331358,0.2,0,1,0,1,0,0,0
9606.ENSP00000444896,0,0,0,0,1,0,0,0
9606.ENSP00000377814,17.9,44.9,1,1,0,0,1,0
9606.ENSP00000446054,0,18,0,1,1,0,0,0
9606.ENSP00000377080,4.4,11.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000328336,0,0,0,0,1,0,0,0
9606.ENSP00000328069,0,0,0,0,1,0,0,0
9606.ENSP00000327975,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000380530,0.4,0.6,1,1,1,0,0,0
9606.ENSP00000330341,1,18.2,1,1,1,0,0,0
9606.ENSP00000328061,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000383143,0,0,0,0,1,0,0,0
9606.ENSP00000330031,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000327875,0.3,0.2,1,1,1,0,0,0
9606.ENSP00000327821,57.6,32.8,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000331288,0.8,0.8,1,1,1,0,0,0
9606.ENSP00000332116,0,1.3,0,1,1,0,0,0
9606.ENSP00000358644,0,0,0,0,1,0,0,0
9606.ENSP00000333041,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000329287,12.5,3.3,1,1,0,1,0,0
9606.ENSP00000331727,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000416341,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000328017,1.3,2.4,1,1,0,0,1,0
9606.ENSP00000363193,21.4,2.1,1,1,1,0,0,0
9606.ENSP00000342002,0.4,0.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000391249,535.7,62.2,1,1,0,0,1,0
9606.ENSP00000333003,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000331086,0,0,0,0,1,0,0,0
9606.ENSP00000366630,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000328228,14.1,0,1,0,1,0,0,0
9606.ENSP00000430128,0,0,0,0,1,0,0,0
9606.ENSP00000329117,6,3.8,1,1,0,0,1,0
9606.ENSP00000384527,10.7,2.9,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000358151,3.4,7.7,1,1,0,0,0,1
9606.ENSP00000380131,37.3,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000333196,0,0.2,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000391311,0.2,0,1,0,1,0,0,0
9606.ENSP00000380659,14.6,7.7,1,1,0,0,0,1
9606.ENSP00000360597,0.2,0,1,0,1,0,0,0
9606.ENSP00000319796,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000332530,0.1,9.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000332690,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000457539,0.4,1,1,1,1,0,0,0
9606.ENSP00000328347,1.1,12.7,1,1,0,1,0,0
9606.ENSP00000368667,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000381844,0.2,43.6,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000330737,268.4,199.4,1,1,0,0,0,1
9606.ENSP00000328335,0,0.1,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000338348,34.5,63.4,1,1,0,0,1,0
9606.ENSP00000425421,0,0.2,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000332576,12.8,0.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000329548,0,0,0,0,1,0,0,0
9606.ENSP00000328768,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000468782,0.2,0.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000368528,21.9,17,1,1,0,0,1,0
9606.ENSP00000385118,0,0,0,0,0,1,0,0
9606.ENSP00000330945,164.9,110.9,1,1,0,0,1,0
9606.ENSP00000377353,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000331640,32.5,10.8,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000332407,0.1,3.6,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000384160,23.6,27.1,1,1,0,0,1,0
9606.ENSP00000331662,0,0.6,0,1,1,0,0,0
9606.ENSP00000376337,0.1,14.7,1,1,1,0,0,0
9606.ENSP00000329662,77,43.4,1,1,0,0,1,0
9606.ENSP00000331211,0.3,8.5,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000409666,132.6,121.9,1,1,0,1,0,0
9606.ENSP00000384966,13.6,25,1,1,0,0,1,0
9606.ENSP00000361866,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000364831,0,0,0,0,1,0,0,0
9606.ENSP00000334501,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000328169,0,0.3,0,1,0,0,0,1
9606.ENSP00000329219,1.7,1.1,1,1,1,0,0,0
9606.ENSP00000371126,0.4,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000330389,47.6,114.8,1,1,1,0,0,0
9606.ENSP00000360696,0.1,14.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000330384,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000331327,0.7,0,1,0,1,0,0,0
9606.ENSP00000460547,12.6,5.6,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000405899,0,0,0,0,1,0,0,0
9606.ENSP00000348086,0.2,0.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000329153,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000406861,0,0,0,0,1,0,0,0
9606.ENSP00000328854,13.6,7.9,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000215794,33.2,4.6,1,1,1,0,0,0
9606.ENSP00000418842,130.7,696.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000372750,0.3,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000422185,2.9,0.8,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000376304,5.8,2.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000483246,14.3,0.9,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000329213,208.5,239.6,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000340761,26.5,25.2,1,1,0,0,1,0
9606.ENSP00000418018,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000327569,0,22,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000482264,12.8,47.8,1,1,0,0,1,0
9606.ENSP00000332208,0,0,0,0,1,0,0,0
9606.ENSP00000417335,0,0.8,0,1,1,0,0,0
9606.ENSP00000347408,32.2,19,1,1,0,1,0,0
9606.ENSP00000353393,0.2,10.2,1,1,0,1,0,0
9606.ENSP00000352904,0.4,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000318912,5.6,6.9,1,1,0,1,0,0
9606.ENSP00000217173,6.5,3.6,1,1,1,0,0,0
9606.ENSP00000345393,9.5,10.2,1,1,1,0,0,0
9606.ENSP00000448323,11.9,10.6,1,1,1,0,0,0
9606.ENSP00000327675,0,0,0,0,0,0,1,0
9606.ENSP00000394720,9.9,13.9,1,1,0,0,0,1
9606.ENSP00000477597,0,0.8,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000479860,126.9,258.3,1,1,1,0,0,0
9606.ENSP00000449629,0,0.3,0,1,1,0,0,0
9606.ENSP00000372335,41.7,6.8,1,1,1,0,0,0
9606.ENSP00000333519,0,0,0,0,1,0,0,0
9606.ENSP00000371512,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000418678,1.6,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000340887,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000330101,0,0,0,0,1,0,0,0
9606.ENSP00000332879,0,0.2,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000327889,11.5,10,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000331019,427.2,1116.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000362136,37.3,4.5,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000333019,3.5,17.6,1,1,1,0,0,0
9606.ENSP00000332788,5.5,0,1,0,0,1,0,0
9606.ENSP00000379457,23.3,22.1,1,1,1,0,0,0
9606.ENSP00000386702,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000371397,2.5,0.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000330694,0,12.3,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000431512,40.4,65,1,1,0,1,0,0
9606.ENSP00000346931,32.7,16.8,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000332706,9.9,57.9,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000366618,5.1,0,1,0,0,0,0,1
9606.ENSP00000333262,0.7,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000332591,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000442439,18.1,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000330051,0,0.1,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000340519,3.1,0.5,1,1,0,1,0,0
9606.ENSP00000380495,2,5.6,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000477502,267.9,0.4,1,1,0,0,1,0
9606.ENSP00000384894,0,0,0,0,1,0,0,0
9606.ENSP00000333776,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000403104,1.3,433.1,1,1,0,0,0,1
9606.ENSP00000414055,4.3,32.1,1,1,0,0,1,0
9606.ENSP00000482358,0.1,0.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000484689,82.1,699.8,1,1,0,1,0,0
9606.ENSP00000452634,1,5.8,1,1,1,0,0,0
9606.ENSP00000413073,3.6,7.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000331643,5.5,3.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000361745,89.4,32.2,1,1,1,0,0,0
9606.ENSP00000333821,0,0,0,0,1,0,0,0
9606.ENSP00000333547,103.6,61,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000331879,20.7,2.9,1,1,1,0,0,0
9606.ENSP00000329380,0.1,0.2,1,1,1,0,0,0
9606.ENSP00000348010,9.4,7,1,1,0,0,1,0
9606.ENSP00000347358,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000392257,0,0.2,0,1,1,0,0,0
9606.ENSP00000483077,7.9,1.8,1,1,1,0,0,0
9606.ENSP00000331385,0.1,1,1,1,0,0,1,0
9606.ENSP00000331298,25.8,33.5,1,1,1,0,0,0
9606.ENSP00000386118,0,0,0,0,1,0,0,0
9606.ENSP00000419395,0.2,5.5,1,1,0,0,0,1
9606.ENSP00000387310,460.8,5,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000341549,0.1,0,1,0,1,0,0,0
9606.ENSP00000383421,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000423313,0,0,0,0,1,0,0,0
9606.ENSP00000356674,1.7,3.9,1,1,0,0,1,0
9606.ENSP00000455442,3,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000327890,0.4,0.5,1,1,0,1,0,0
9606.ENSP00000332488,0,0,0,0,1,0,0,0
9606.ENSP00000329360,51.5,12,1,1,0,0,1,0
9606.ENSP00000361400,0,0,0,0,1,0,0,0
9606.ENSP00000381214,0.1,0.2,1,1,0,1,0,0
9606.ENSP00000433427,3,4.6,1,1,1,0,0,0
9606.ENSP00000446101,0,0,0,0,1,0,0,0
9606.ENSP00000390600,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000338673,1.8,34.6,1,1,0,0,0,1
9606.ENSP00000329418,8.8,4.9,1,1,0,1,0,0
9606.ENSP00000215838,1.3,5.5,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000481012,6.2,11.6,1,1,1,0,0,0
9606.ENSP00000332247,5.9,11.1,1,1,0,1,0,0
9606.ENSP00000355865,0.3,1.5,1,1,1,0,0,0
9606.ENSP00000376307,14.6,10.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000365895,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000331201,82.1,17.6,1,1,1,0,0,0
9606.ENSP00000444215,22.9,37.5,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000404102,0.2,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000466399,7.5,4.6,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000328144,0.1,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000333685,0.3,1.4,1,1,0,0,1,0
9606.ENSP00000397911,10.6,11.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000338057,24.3,31.6,1,1,0,1,0,0
9606.ENSP00000338093,7,21.2,1,1,0,1,0,0
9606.ENSP00000419184,23.4,4.6,1,1,0,0,1,0
9606.ENSP00000448785,76.6,812.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000327824,6.2,7.6,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000332513,1.9,0.5,1,1,0,0,1,0
9606.ENSP00000329040,0.7,5.8,1,1,0,0,1,0
9606.ENSP00000345029,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000480314,5,5.8,1,1,1,0,0,0
9606.ENSP00000330878,0.2,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000333697,29.3,85.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000476603,0,0.1,0,1,1,0,0,0
9606.ENSP00000252252,0,0,0,0,1,0,0,0
9606.ENSP00000332915,12,0.1,1,1,1,0,0,0
9606.ENSP00000329200,0.5,1.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000360120,0.7,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000484824,0.1,0.5,1,1,1,0,0,0
9606.ENSP00000333283,17.5,8.6,1,1,0,1,0,0
9606.ENSP00000380697,0.1,31.3,1,1,0,0,1,0
9606.ENSP00000398516,2,1.5,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000358474,37.8,8.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000377779,0,0,0,0,1,0,0,0
9606.ENSP00000364814,0,0.3,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000331167,1.6,4.8,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000419160,0.4,0.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000328412,4.1,0,1,0,1,0,0,0
9606.ENSP00000363092,0,0,0,0,1,0,0,0
9606.ENSP00000377721,27.2,47.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000340292,314.4,0,1,0,1,0,0,0
9606.ENSP00000331965,0.5,21.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000419000,0.3,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000353114,0.3,2.3,1,1,1,0,0,0
9606.ENSP00000362682,0.1,0.1,1,1,0,1,0,0
9606.ENSP00000329357,17.6,21.8,1,1,0,1,0,0
9606.ENSP00000333401,137.5,181,1,1,0,0,0,1
9606.ENSP00000331470,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000329735,0.2,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000219406,3.7,0,1,0,1,0,0,0
9606.ENSP00000354724,33,12.7,1,1,0,0,0,1
9606.ENSP00000410926,1.5,2.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000327801,1413.4,743.5,1,1,0,0,1,0
9606.ENSP00000396937,114.3,59.7,1,1,1,0,0,0
9606.ENSP00000405890,0.2,18.1,1,1,1,0,0,0
9606.ENSP00000377411,0.1,1.7,1,1,0,0,1,0
9606.ENSP00000329668,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000328358,0,0,0,0,1,0,0,0
9606.ENSP00000388402,71.6,509.9,1,1,1,0,0,0
9606.ENSP00000400906,91.3,199.9,1,1,0,1,0,0
9606.ENSP00000397297,0,2.6,0,1,1,0,0,0
9606.ENSP00000330753,12.3,38.2,1,1,0,0,0,1
9606.ENSP00000331214,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000402758,1.9,3,1,1,1,0,0,0
9606.ENSP00000351614,4,0.1,1,1,1,0,0,0
9606.ENSP00000362103,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000327968,1,0.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000378286,2.1,2.2,1,1,1,0,0,0
9606.ENSP00000327533,0.3,0.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000362869,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000445675,0.6,0,1,0,1,0,0,0
9606.ENSP00000429633,2.1,0.4,1,1,1,0,0,0
9606.ENSP00000454926,21.8,17.8,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000329715,78.6,41.5,1,1,0,1,0,0
9606.ENSP00000459943,17.3,16.9,1,1,0,0,1,0
9606.ENSP00000478490,30.9,55.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000328515,11.4,4.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000370713,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000361214,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000382518,0,0,0,0,1,0,0,0
9606.ENSP00000331581,0,0,0,0,1,0,0,0
9606.ENSP00000360869,1.2,15,1,1,0,0,1,0
9606.ENSP00000330488,4.8,9.7,1,1,1,0,0,0
9606.ENSP00000438400,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000345055,0,0,0,0,1,0,0,0
9606.ENSP00000327608,2.8,1.5,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000371587,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000329825,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000331310,407.4,359.4,1,1,0,0,1,0
9606.ENSP00000331857,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000328079,14.2,3.3,1,1,1,0,0,0
9606.ENSP00000270223,15.6,5.5,1,1,1,0,0,0
9606.ENSP00000436768,38.1,3.7,1,1,1,0,0,0
9606.ENSP00000420037,23,91.2,1,1,0,0,1,0
9606.ENSP00000331614,0,2.5,0,1,1,0,0,0
9606.ENSP00000442050,241,165.3,1,1,0,0,1,0
9606.ENSP00000413064,5.6,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000328402,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000333735,0.1,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000392330,329.5,192.9,1,1,0,1,0,0
9606.ENSP00000337478,11.5,0.4,1,1,0,0,0,1
9606.ENSP00000331313,8.9,1.9,1,1,0,1,0,0
9606.ENSP00000383737,4,4.7,1,1,1,0,0,0
9606.ENSP00000356886,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000333779,0,4.1,0,1,1,0,0,0
9606.ENSP00000456333,0,0,0,0,1,0,0,0
9606.ENSP00000404439,40.6,0.4,1,1,0,0,1,0
9606.ENSP00000428679,0.4,0.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000330475,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000434887,2.8,8.6,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000453177,0,6.5,0,1,1,0,0,0
9606.ENSP00000329757,248.9,0.6,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000386187,10.2,19.6,1,1,1,0,0,0
9606.ENSP00000355719,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000333298,172.9,252.4,1,1,0,0,0,1
9606.ENSP00000328230,0,0,0,0,1,0,0,0
9606.ENSP00000327724,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000331258,12.7,9.4,1,1,0,0,1,0
